TOA5,CR6Series,CR6,3767,51073,3767
7/31/2018 2:00,422,18.46,84.3,1221,0.415
7/31/2018 3:00,423,18.39,84.1,1274,0.085
7/31/2018 4:00,424,18.29,86.3,1258,0.312
7/31/2018 5:00,425,18.3,86.5,1176,0.058
7/31/2018 6:00,426,18.1,90,1032,0.498
7/31/2018 7:00,427,18.01,88.1,836,0.124
7/31/2018 8:00,428,18.33,88.4,602.1,0.36
7/31/2018 9:00,429,19.97,87.5,346.2,0.303
7/31/2018 10:00,430,22.48,69.13,88.7,0.513
7/31/2018 11:00,431,24.12,80.1,-164,0.574
7/31/2018 12:00,432,26.11,65.38,-383.7,0.759
7/31/2018 13:00,433,27.69,66.4,-558,0.832
7/31/2018 14:00,434,28.78,65.33,-675.5,0.775
7/31/2018 15:00,435,24.96,100,-728.4,0.856
7/31/2018 16:00,436,20.26,100,-713.1,1.437
7/31/2018 17:00,437,20.26,99.6,-630.6,0.715
7/31/2018 18:00,438,20.15,100,-486.5,0.62
7/31/2018 19:00,439,19.56,100,-290.5,0.703
7/31/2018 20:00,440,19.54,98.6,-52.48,0.849
7/31/2018 21:00,441,19.41,96.6,202.1,0.757
7/31/2018 22:00,442,19.24,96.6,461.8,0.649
7/31/2018 23:00,443,19.3,93.8,709.9,0.321
8/1/2018 0:00,444,19.03,90.5,928,0.422
8/1/2018 1:00,445,19.41,90.1,1102,0.443
8/1/2018 2:00,446,19.63,95.3,1219,0.447
8/1/2018 3:00,447,19.12,96.8,1272,0.423
8/1/2018 4:00,448,19.78,96.9,1256,0.508
8/1/2018 5:00,449,18.92,94.6,1173,0.42
8/1/2018 6:00,450,20.34,88.8,1029,0.168
8/1/2018 7:00,451,19.98,93.4,833,0.508
8/1/2018 8:00,452,19.39,100,598.7,0.647
8/1/2018 9:00,453,19.57,100,342.5,0.549
8/1/2018 10:00,454,20.42,96.8,84.6,0.3
8/1/2018 11:00,455,21.69,95.6,-168.5,0.63
8/1/2018 12:00,456,21.98,93.9,-388.5,0.671
8/1/2018 13:00,457,23.64,82.6,-562.9,0.905
8/1/2018 14:00,458,24.65,77.31,-680.6,0.939
8/1/2018 15:00,459,23.13,91.8,-733.5,0.963
8/1/2018 16:00,460,23.41,82.3,-718.1,0.921
8/1/2018 17:00,461,23.79,86.1,-635.4,0.986
8/1/2018 18:00,462,22.96,86.5,-491.1,1.692
8/1/2018 19:00,463,22.52,85.5,-294.8,1.435
8/1/2018 20:00,464,21.45,84.1,-56.43,1.703
8/1/2018 21:00,465,20.5,92.5,198.6,0.829
8/1/2018 22:00,466,20.02,90.5,458.7,0.38
8/1/2018 23:00,467,19.6,98.1,707.1,0.142
8/2/2018 0:00,468,19.29,98.8,926,0.317
8/2/2018 1:00,469,19.08,98.9,1100,0.348
8/2/2018 2:00,470,18.98,100,1217,0.28
8/2/2018 3:00,471,18.72,100,1270,0.485
8/2/2018 4:00,472,18.89,97.4,1254,0.44
8/2/2018 5:00,473,19.06,99.3,1171,0.285
8/2/2018 6:00,474,19.03,100,1026,0.334
8/2/2018 7:00,475,18.98,100,830,0.203
8/2/2018 8:00,476,19.03,100,595.2,0.537
8/2/2018 9:00,477,19.56,100,338.6,0.197
8/2/2018 10:00,478,20.68,89.4,80.3,0.336
8/2/2018 11:00,479,21.92,89.2,-173.2,0.397
8/2/2018 12:00,480,22.81,81.9,-393.4,0.414
8/2/2018 13:00,481,23.18,82.8,-568,0.389
8/2/2018 14:00,482,22.85,77.94,-685.8,0.372
8/2/2018 15:00,483,23.67,77.18,-738.7,0.667
8/2/2018 16:00,484,23.66,79.09,-723.2,0.692
8/2/2018 17:00,485,24.01,77.12,-640.3,0.55
8/2/2018 18:00,486,24.28,76.94,-495.7,0.314
8/2/2018 19:00,487,23.74,87.6,-299.1,0.262
8/2/2018 20:00,488,22.91,88.4,-60.41,0.007
8/2/2018 21:00,489,22.09,96.8,195.2,0.047
8/2/2018 22:00,490,21.16,98.6,455.6,0.146
8/2/2018 23:00,491,20.86,96.8,704.3,0.075
8/3/2018 0:00,492,20.84,95.3,923,0.078
8/3/2018 1:00,493,20.6,94.5,1097,0.094
8/3/2018 2:00,494,19.97,100,1215,0.65
8/3/2018 3:00,495,19.69,99.8,1267,0.176
8/3/2018 4:00,496,19.89,99.7,1251,0.123
8/3/2018 5:00,497,19.85,98.7,1168,0.481
8/3/2018 6:00,498,19.78,100,1023,0.467
8/3/2018 7:00,499,19.54,100,827,0.276
8/3/2018 8:00,500,19.72,100,591.6,0.135
8/3/2018 9:00,501,20.5,100,334.6,0.221
8/3/2018 10:00,502,21.47,91,75.91,0.363
8/3/2018 11:00,503,23.1,83,-178,0.503
8/3/2018 12:00,504,24.42,72.39,-398.4,0.488
8/3/2018 13:00,505,24.94,76.4,-573.2,0.461
8/3/2018 14:00,506,24.34,84.6,-691.1,1.081
8/3/2018 15:00,507,23.37,92.6,-744,0.999
8/3/2018 16:00,508,22.09,94.8,-728.4,1.198
8/3/2018 17:00,509,21.89,92.9,-645.3,0.397
8/3/2018 18:00,510,21.98,90.5,-500.4,0.168
8/3/2018 19:00,511,23.13,81.1,-303.4,0.344
8/3/2018 20:00,512,23.56,81.1,-64.44,0.232
8/3/2018 21:00,513,21.34,96.7,191.7,0.167
8/3/2018 22:00,514,20.1,100,452.4,0.205
8/3/2018 23:00,515,19.47,100,701.4,0.186
8/4/2018 0:00,516,19.14,100,921,0.167
8/4/2018 1:00,517,19.08,100,1095,0.078
8/4/2018 2:00,518,18.84,100,1212,0.212
8/4/2018 3:00,519,18.73,100,1265,0.18
8/4/2018 4:00,520,18.7,100,1249,0.021
8/4/2018 5:00,521,18.5,100,1165,0.365
8/4/2018 6:00,522,18.41,100,1020,0.323
8/4/2018 7:00,523,18.56,100,823,0.054
8/4/2018 8:00,524,19.06,97.8,587.8,0.325
8/4/2018 9:00,525,21.31,91.6,330.4,0.329
8/4/2018 10:00,526,23.18,81,71.39,0.67
8/4/2018 11:00,527,24.9,77.54,-182.9,0.917
8/4/2018 12:00,528,25.33,71.91,-403.5,1.36
8/4/2018 13:00,529,26.24,68.44,-578.5,1.33
8/4/2018 14:00,530,26.86,65.07,-696.5,1.528
8/4/2018 15:00,531,27.77,66.33,-749.4,1.405
8/4/2018 16:00,532,28.3,64.45,-733.6,1.522
8/4/2018 17:00,533,28.56,53.46,-650.3,1.446
8/4/2018 18:00,534,27.85,68.64,-505.1,0.972
8/4/2018 19:00,535,25.27,73.09,-307.8,0.796
8/4/2018 20:00,536,24.74,76.85,-68.5,0.397
8/4/2018 21:00,537,23.46,85.1,188.2,0.09
8/4/2018 22:00,538,22.25,91.1,449.2,0.379
8/4/2018 23:00,539,21.63,87.1,698.5,0.551
8/5/2018 0:00,540,21.87,88.5,918,0.293
8/5/2018 1:00,541,21.64,91.1,1092,0.457
8/5/2018 2:00,542,21.54,91.9,1210,0.269
8/5/2018 3:00,543,21.26,94.5,1262,0.148
8/5/2018 4:00,544,20.79,95.6,1246,0.238
8/5/2018 5:00,545,20.62,94.7,1163,0.22
8/5/2018 6:00,546,20.46,96,1017,0.065
8/5/2018 7:00,547,20.4,95,820,0.001
8/5/2018 8:00,548,21.24,90.5,584,0.023
8/5/2018 9:00,549,23.6,85.3,326.2,0.257
8/5/2018 10:00,550,24.09,85.4,66.75,0.563
8/5/2018 11:00,551,25.04,78.13,-187.9,0.987
8/5/2018 12:00,552,25.53,79.71,-408.8,1.111
8/5/2018 13:00,553,25.91,76.41,-583.9,1.385
8/5/2018 14:00,554,27.12,71.67,-701.9,1.303
8/5/2018 15:00,555,27.69,68.52,-754.8,1.331
8/5/2018 16:00,556,28.59,59.82,-738.9,1.54
8/5/2018 17:00,557,29.1,62.42,-655.4,1.237
8/5/2018 18:00,558,29.33,66.32,-509.9,0.921
8/5/2018 19:00,559,28.84,64.3,-312.2,0.847
8/5/2018 20:00,560,27.96,73.39,-72.59,0.31
8/5/2018 21:00,561,26.33,79.04,184.6,0.169
8/5/2018 22:00,562,24.72,89.9,446,0.288
8/5/2018 23:00,563,23.01,96.5,695.6,0.41
8/6/2018 0:00,564,22.45,94.2,915,0.196
8/6/2018 1:00,565,22.53,95.5,1090,0.333
8/6/2018 2:00,566,22.1,97.4,1207,0.263
8/6/2018 3:00,567,21.48,98.2,1260,0.294
8/6/2018 4:00,568,21.3,96.6,1244,0.31
8/6/2018 5:00,569,21.27,97.1,1160,0.231
8/6/2018 6:00,570,20.95,94.9,1014,0.338
8/6/2018 7:00,571,21,91.7,816,0.291
8/6/2018 8:00,572,21.23,94.4,580,0.159
8/6/2018 9:00,573,22.12,91.5,321.9,0.257
8/6/2018 10:00,574,23.9,82.5,61.99,0.577
8/6/2018 11:00,575,26.52,73.78,-193,0.861
8/6/2018 12:00,576,27.69,65.53,-414.1,1.198
8/6/2018 13:00,577,28.57,61.2,-589.4,1.134
8/6/2018 14:00,578,29.37,55.8,-707.5,1.212
8/6/2018 15:00,579,29.6,58.72,-760.3,0.717
8/6/2018 16:00,580,30.42,55.43,-744.3,1.16
8/6/2018 17:00,581,30.48,55.55,-660.5,1.216
8/6/2018 18:00,582,30.05,55.88,-514.7,1.224
8/6/2018 19:00,583,29.72,55.61,-316.6,0.995
8/6/2018 20:00,584,28.64,67.85,-76.72,0.628
8/6/2018 21:00,585,25.56,77.56,181,0.119
8/6/2018 22:00,586,23.68,81.9,442.7,0.729
8/6/2018 23:00,587,23.34,76.15,692.7,0.586
8/7/2018 0:00,588,22.8,88.2,913,0.05
8/7/2018 1:00,589,22.39,90.7,1087,0.114
8/7/2018 2:00,590,21.87,91.5,1205,0.029
8/7/2018 3:00,591,21.9,94,1257,0.144
8/7/2018 4:00,592,21.62,94.1,1241,0.522
8/7/2018 5:00,593,21.88,93.2,1157,0.523
8/7/2018 6:00,594,21.83,93.9,1011,0.437
8/7/2018 7:00,595,21.71,92.9,813,0.383
8/7/2018 8:00,596,22.24,92.3,575.9,0.346
8/7/2018 9:00,597,22.93,91.3,317.4,0.58
8/7/2018 10:00,598,23.94,83,57.11,0.589
8/7/2018 11:00,599,25.12,80.1,-198.3,0.809
8/7/2018 12:00,600,26.42,71.16,-419.6,0.769
8/7/2018 13:00,601,27.75,71.69,-595,0.883
8/7/2018 14:00,602,24.56,97.7,-713.1,1.717
8/7/2018 15:00,603,22.17,96.7,-765.9,0.72
8/7/2018 16:00,604,24.15,86.4,-749.7,0.741
8/7/2018 17:00,605,26.61,77.11,-665.7,0.623
8/7/2018 18:00,606,27.01,74.98,-519.5,0.499
8/7/2018 19:00,607,26.81,78.58,-321.1,0.489
8/7/2018 20:00,608,24.6,93.3,-80.9,0.235
8/7/2018 21:00,609,23.15,96.7,177.4,0.497
8/7/2018 22:00,610,22.77,99.3,439.4,0.369
8/7/2018 23:00,611,21.84,100,689.7,0.289
8/8/2018 0:00,612,21.39,97.9,910,0.377
8/8/2018 1:00,613,21.13,100,1085,0.395
8/8/2018 2:00,614,20.73,100,1202,0.325
8/8/2018 3:00,615,20.67,100,1255,0.501
8/8/2018 4:00,616,20.5,100,1238,0.506
8/8/2018 5:00,617,20.23,100,1154,0.698
8/8/2018 6:00,618,20.19,100,1007,0.343
8/8/2018 7:00,619,20.18,98.6,809,0.288
8/8/2018 8:00,620,20.48,97.1,571.7,0.498
8/8/2018 9:00,621,21.03,94.1,312.8,0.838
8/8/2018 10:00,622,21.57,91.8,52.11,1.08
8/8/2018 11:00,623,22.53,90.3,-203.6,1.213
8/8/2018 12:00,624,23.22,90.5,-425.1,0.419
8/8/2018 13:00,625,24.07,80.7,-600.7,0.951
8/8/2018 14:00,626,25.39,77.38,-718.9,1.412
8/8/2018 15:00,627,26.7,78.08,-771.5,1.22
8/8/2018 16:00,628,26.59,69.7,-755.2,1.488
8/8/2018 17:00,629,27.16,73.75,-670.9,1.626
8/8/2018 18:00,630,24.81,92.8,-524.4,1.311
8/8/2018 19:00,631,22.2,93.8,-325.6,0.574
8/8/2018 20:00,632,21.01,99.5,-85.1,1.029
8/8/2018 21:00,633,20.35,100,173.8,0.193
8/8/2018 22:00,634,20.28,100,436.1,0.394
8/8/2018 23:00,635,20.24,100,686.7,0.139
8/9/2018 0:00,636,20.24,100,907,0.157
8/9/2018 1:00,637,20.41,100,1082,0.4
8/9/2018 2:00,638,20.8,100,1200,0.593
8/9/2018 3:00,639,21.16,100,1252,1.3
8/9/2018 4:00,640,20.92,100,1235,0.874
8/9/2018 5:00,641,20.54,100,1151,1.099
8/9/2018 6:00,642,20.68,100,1004,1.282
8/9/2018 7:00,643,20.72,100,805,1.313
8/9/2018 8:00,644,20.87,96.3,567.4,1.51
8/9/2018 9:00,645,21.08,96.1,308.1,1.361
8/9/2018 10:00,646,21.67,89.1,46.99,0.978
8/9/2018 11:00,647,23.56,79.36,-209.1,1.405
8/9/2018 12:00,648,25.14,73.57,-430.7,1.504
8/9/2018 13:00,649,25.5,65.85,-606.5,1.389
8/9/2018 14:00,650,26.51,63,-724.7,1.217
8/9/2018 15:00,651,26.63,62.04,-777.3,1.145
8/9/2018 16:00,652,27.53,55.47,-760.7,1.333
8/9/2018 17:00,653,27.29,62.13,-676.1,1.317
8/9/2018 18:00,654,27.45,61.39,-529.3,1.172
8/9/2018 19:00,655,26.47,67.01,-330.1,1.189
8/9/2018 20:00,656,25.12,70.43,-89.3,0.489
8/9/2018 21:00,657,24.02,71.21,170.2,0.709
8/9/2018 22:00,658,22.88,82.6,432.8,0.424
8/9/2018 23:00,659,21.36,88,683.6,0.11
8/10/2018 0:00,660,20.56,91.5,904,0.294
8/10/2018 1:00,661,20.05,91.8,1079,0.522
8/10/2018 2:00,662,19.78,92,1197,0.279
8/10/2018 3:00,663,19.52,95,1249,0.381
8/10/2018 4:00,664,18.92,97,1232,0.095
8/10/2018 5:00,665,18.45,98.5,1147,0.102
8/10/2018 6:00,666,18.07,98.6,1000,0.315
8/10/2018 7:00,667,18.17,98.6,801,0.272
8/10/2018 8:00,668,19.15,88.1,563,0.284
8/10/2018 9:00,669,21.68,88.7,303.3,0.354
8/10/2018 10:00,670,22.5,80.4,41.77,0.539
8/10/2018 11:00,671,24.38,77.58,-214.6,1.198
8/10/2018 12:00,672,25.52,65.22,-436.5,1.165
8/10/2018 13:00,673,26.68,63.28,-612.4,1.263
8/10/2018 14:00,674,25.09,81,-730.5,0.691
8/10/2018 15:00,675,26.49,68.62,-783,1.138
8/10/2018 16:00,676,27.4,66.85,-766.3,0.98
8/10/2018 17:00,677,26.68,71.9,-681.5,0.989
8/10/2018 18:00,678,26.02,78.61,-534.3,0.887
8/10/2018 19:00,679,25.2,83.3,-334.7,0.824
8/10/2018 20:00,680,21.03,100,-93.5,1.149
8/10/2018 21:00,681,19.71,100,166.6,0.323
8/10/2018 22:00,682,19.49,100,429.4,0.436
8/10/2018 23:00,683,19.24,100,680.6,0.571
8/11/2018 0:00,684,19.08,100,901,0.464
8/11/2018 1:00,685,18.82,100,1077,0.313
8/11/2018 2:00,686,18.7,100,1194,0.216
8/11/2018 3:00,687,18.84,100,1246,0.072
8/11/2018 4:00,688,18.92,100,1229,0.103
8/11/2018 5:00,689,18.91,100,1144,0.118
8/11/2018 6:00,690,18.81,100,996,0.036
8/11/2018 7:00,691,18.62,100,796.7,0.044
8/11/2018 8:00,692,18.9,99.4,558.5,0.129
8/11/2018 9:00,693,19.89,91.5,298.4,0.277
8/11/2018 10:00,694,20.56,86.5,36.42,0.796
8/11/2018 11:00,695,21.59,81.3,-220.2,1.045
8/11/2018 12:00,696,23.06,84.1,-442.3,1.126
8/11/2018 13:00,697,23.27,82.9,-618.3,1.044
8/11/2018 14:00,698,24.4,72.53,-736.5,1.286
8/11/2018 15:00,699,24.53,82.9,-788.9,1.231
8/11/2018 16:00,700,24.03,75.48,-771.9,0.736
8/11/2018 17:00,701,24.78,77.16,-686.8,0.708
8/11/2018 18:00,702,24.39,77.14,-539.3,0.409
8/11/2018 19:00,703,23.99,80.5,-339.3,0.123
8/11/2018 20:00,704,23.76,82.1,-97.8,0.217
8/11/2018 21:00,705,22.45,95.2,162.9,0.257
8/11/2018 22:00,706,21.02,98.1,426,0.482
8/11/2018 23:00,707,20.39,96.2,677.5,0.372
8/12/2018 0:00,708,19.93,100,899,0.319
8/12/2018 1:00,709,19.78,98.4,1074,0.653
8/12/2018 2:00,710,19.58,98.7,1192,0.252
8/12/2018 3:00,711,19.29,99.9,1243,0.151
8/12/2018 4:00,712,18.88,100,1226,0.348
8/12/2018 5:00,713,18.81,100,1141,0.126
8/12/2018 6:00,714,18.88,100,993,0.084
8/12/2018 7:00,715,18.79,100,792.5,0.066
8/12/2018 8:00,716,18.77,100,553.8,0.147
8/12/2018 9:00,717,18.85,100,293.4,0.121
8/12/2018 10:00,718,19.06,100,30.97,0.216
8/12/2018 11:00,719,19.67,99.6,-226,0.377
8/12/2018 12:00,720,21.29,84.7,-448.3,0.565
8/12/2018 13:00,721,23.42,68.79,-624.3,0.937
8/12/2018 14:00,722,25.32,66.75,-742.5,1.005
8/12/2018 15:00,723,26.16,59.04,-794.8,1.052
8/12/2018 16:00,724,26.75,58.39,-777.6,0.937
8/12/2018 17:00,725,26.79,54.84,-692.2,0.671
8/12/2018 18:00,726,27,54.75,-544.3,0.817
8/12/2018 19:00,727,26.47,61.79,-343.9,0.535
8/12/2018 20:00,728,24.3,66.88,-102.1,0.468
8/12/2018 21:00,729,21.97,69.12,159.2,0.348
8/12/2018 22:00,730,20.97,79.63,422.6,0.393
8/12/2018 23:00,731,19.97,85.9,674.3,0.67
8/13/2018 0:00,732,19.42,83.3,896,0.336
8/13/2018 1:00,733,19.21,90.2,1071,0.381
8/13/2018 2:00,734,18.16,94.6,1189,0.668
8/13/2018 3:00,735,17.44,97.3,1240,0.259
8/13/2018 4:00,736,16.91,100,1223,0.176
8/13/2018 5:00,737,16.62,100,1137,0.262
8/13/2018 6:00,738,16.19,99.7,989,0.382
8/13/2018 7:00,739,15.8,100,788.1,0.314
8/13/2018 8:00,740,16.44,94.1,549.1,0.258
8/13/2018 9:00,741,18.87,86.8,288.2,0.367
8/13/2018 10:00,742,21.45,69.28,25.41,0.469
8/13/2018 11:00,743,23.23,66.33,-231.8,0.775
8/13/2018 12:00,744,24.9,59.57,-454.3,0.822
8/13/2018 13:00,745,25.56,60.15,-630.4,1.139
8/13/2018 14:00,746,26.55,50.19,-748.6,1.013
8/13/2018 15:00,747,27.17,48.97,-801,0.933
8/13/2018 16:00,748,21.49,99.2,-783.4,1.584
8/13/2018 17:00,749,16.25,100,-697.6,0.596
8/13/2018 18:00,750,16.3,100,-549.3,0.801
8/13/2018 19:00,751,16.26,100,-348.5,0.725
8/13/2018 20:00,752,16.48,99.8,-106.4,0.71
8/13/2018 21:00,753,15.94,100,155.5,0.159
8/13/2018 22:00,754,15.61,100,419.2,0.108
8/13/2018 23:00,755,15.3,100,671.2,0.301
8/14/2018 0:00,756,15.31,100,893,0.04
8/14/2018 1:00,757,15.37,100,1068,0.022
8/14/2018 2:00,758,15.22,100,1186,0.172
8/14/2018 3:00,759,15.25,100,1237,0.029
8/14/2018 4:00,760,15.33,100,1220,0.088
8/14/2018 5:00,761,15.03,100,1133,0.011
8/14/2018 6:00,762,14.96,100,985,0.085
8/14/2018 7:00,763,15.12,100,783.7,0.095
8/14/2018 8:00,764,15.35,100,544.2,0.078
8/14/2018 9:00,765,16.91,98,283,0.501
8/14/2018 10:00,766,17.88,93.2,19.73,0.541
8/14/2018 11:00,767,18.89,88.9,-237.8,1.147
8/14/2018 12:00,768,21.52,72.53,-460.4,1.045
8/14/2018 13:00,769,23.05,74.47,-636.6,1.268
8/14/2018 14:00,770,22.89,81.9,-754.8,0.416
8/14/2018 15:00,771,20.03,97.6,-807,0.908
8/14/2018 16:00,772,21.43,80.7,-789.1,0.539
8/14/2018 17:00,773,23.69,77.39,-703.1,0.459
8/14/2018 18:00,774,25.13,70.49,-554.4,0.572
8/14/2018 19:00,775,24.4,86.1,-353.2,0.695
8/14/2018 20:00,776,22.07,85.3,-110.8,0.309
8/14/2018 21:00,777,20.74,91.8,151.8,0.213
8/14/2018 22:00,778,20.12,91,415.7,0.314
8/14/2018 23:00,779,19.51,96.7,668,0.174
8/15/2018 0:00,780,19.03,93.2,890,0.234
8/15/2018 1:00,781,18.98,96.3,1065,0.459
8/15/2018 2:00,782,18.73,98.9,1183,0.489
8/15/2018 3:00,783,18.27,99.2,1234,0.34
8/15/2018 4:00,784,18.11,97.8,1216,0.4
8/15/2018 5:00,785,18.1,98.1,1130,0.187
8/15/2018 6:00,786,17.71,100,981,0.111
8/15/2018 7:00,787,17.49,99.6,779.2,0.269
8/15/2018 8:00,788,17.9,96,539.2,0.191
8/15/2018 9:00,789,19.9,85.1,277.7,0.336
8/15/2018 10:00,790,21.59,84.3,13.96,0.644
8/15/2018 11:00,791,23.72,76.92,-243.8,1.036
8/15/2018 12:00,792,24.49,76.93,-466.6,0.933
8/15/2018 13:00,793,25.27,72.67,-642.9,0.998
8/15/2018 14:00,794,26.05,69.33,-761,1.208
8/15/2018 15:00,795,26.57,65.33,-813,1.107
8/15/2018 16:00,796,27.03,60.86,-795,1.499
8/15/2018 17:00,797,27.43,58.19,-708.5,0.869
8/15/2018 18:00,798,27.28,64.13,-559.5,0.871
8/15/2018 19:00,799,26.33,68.43,-357.9,0.504
8/15/2018 20:00,800,24.93,86,-115.2,0.006
8/15/2018 21:00,801,22.98,90.2,148.1,0.45
8/15/2018 22:00,802,21.84,94.1,412.2,0.601
8/15/2018 23:00,803,21.28,89.4,664.8,0.63
8/16/2018 0:00,804,21.01,89.4,887,0.594
8/16/2018 1:00,805,21.47,88,1062,0.331
8/16/2018 2:00,806,21.15,90.3,1180,0.437
8/16/2018 3:00,807,21.07,88.3,1231,0.41
8/16/2018 4:00,808,20.93,88.9,1213,0.106
8/16/2018 5:00,809,20.53,90.8,1126,0.007
8/16/2018 6:00,810,20.17,91.2,976,0.2
8/16/2018 7:00,811,19.55,92,774.5,0.556
8/16/2018 8:00,812,20.25,89.1,534.2,0.36
8/16/2018 9:00,813,21.62,86.3,272.2,0.338
8/16/2018 10:00,814,24.07,80.5,8.08,0.461
8/16/2018 11:00,815,25.32,71.07,-249.9,0.522
8/16/2018 12:00,816,27.53,63.72,-472.9,0.763
8/16/2018 13:00,817,28.6,57.29,-649.2,0.694
8/16/2018 14:00,818,29.25,57.34,-767.3,0.953
8/16/2018 15:00,819,29.06,65.78,-819,1.263
8/16/2018 16:00,820,29.35,61.2,-801,0.848
8/16/2018 17:00,821,23.64,92.1,-714.1,1.905
8/16/2018 18:00,822,20.36,100,-564.6,0.733
8/16/2018 19:00,823,20.7,99.7,-362.5,0.592
8/16/2018 20:00,824,20.5,100,-119.6,0.752
8/16/2018 21:00,825,19.71,97.6,144.3,0.611
8/16/2018 22:00,826,19.75,95.4,408.7,0.064
8/16/2018 23:00,827,20.31,92.2,661.5,0.865
8/17/2018 0:00,828,21.02,86.6,883,0.72
8/17/2018 1:00,829,21.11,86.5,1059,0.951
8/17/2018 2:00,830,21,89.6,1177,1.084
8/17/2018 3:00,831,20.9,85.8,1228,0.913
8/17/2018 4:00,832,21.04,88.8,1209,0.632
8/17/2018 5:00,833,21.32,85.4,1122,0.718
8/17/2018 6:00,834,21.38,83.8,972,0.654
8/17/2018 7:00,835,21.39,83.5,769.8,1.097
8/17/2018 8:00,836,21.88,84.4,529,0.603
8/17/2018 9:00,837,22.16,83.3,266.7,0.347
8/17/2018 10:00,838,24.25,82.3,2.104,0.796
8/17/2018 11:00,839,24.3,82.1,-256.2,1.225
8/17/2018 12:00,840,24.45,79.32,-479.2,1.263
8/17/2018 13:00,841,24.75,83.5,-655.6,1.36
8/17/2018 14:00,842,25.38,75.69,-773.6,1.533
8/17/2018 15:00,843,26.38,73.46,-825,1.665
8/17/2018 16:00,844,26.31,76.03,-807,1.613
8/17/2018 17:00,845,26.55,75.29,-719.6,1.087
8/17/2018 18:00,846,26.05,80.4,-569.7,1.146
8/17/2018 19:00,847,25.64,81.9,-367.2,0.956
8/17/2018 20:00,848,24.89,82.1,-124,0.708
8/17/2018 21:00,849,24.1,80.4,140.6,0.211
8/17/2018 22:00,850,22.85,89.8,405.2,0.65
8/17/2018 23:00,851,21.09,100,658.2,0.827
8/18/2018 0:00,852,20.3,100,880,0.257
8/18/2018 1:00,853,20.48,100,1056,0.052
