TOA5,CR6Series,CR6,3767,51073,3767
9/4/2018 17:00,1277,32.63,55.9,-821,0.663
9/4/2018 18:00,1278,31.28,56.62,-663.4,0.401
9/4/2018 19:00,1279,31,61.28,-453,0.057
9/4/2018 20:00,1280,27.41,71.63,-204.1,0.663
9/4/2018 21:00,1281,25.21,74.17,69.7,0.228
9/4/2018 22:00,1282,24.71,77.67,338.1,0.173
9/4/2018 23:00,1283,23.7,80.6,593.9,0.156
9/5/2018 0:00,1284,23.41,79.47,817,0.102
9/5/2018 1:00,1285,22.99,83.3,991,0.015
9/5/2018 2:00,1286,22.82,84.6,1105,0.022
9/5/2018 3:00,1287,22.73,85.2,1151,0.09
9/5/2018 4:00,1288,21.67,98,1126,0.233
9/5/2018 5:00,1289,20.91,97.8,1031,0.195
9/5/2018 6:00,1290,21.18,91.3,872,0.027
9/5/2018 7:00,1291,21.4,93.2,661.7,0.283
9/5/2018 8:00,1292,21.62,84.5,413.3,0.221
9/5/2018 9:00,1293,24.23,77.8,146.1,0.164
9/5/2018 10:00,1294,26.84,68.01,-128,0.489
9/5/2018 11:00,1295,28.75,62.74,-387.3,0.623
9/5/2018 12:00,1296,30.05,57.2,-611.1,0.658
9/5/2018 13:00,1297,30.44,52.09,-786.2,0.975
9/5/2018 14:00,1298,30.94,54.31,-901,0.905
9/5/2018 15:00,1299,31.5,58.01,-947,0.91
9/5/2018 16:00,1300,31.85,50.23,-922,0.742
9/5/2018 17:00,1301,31.87,51.61,-827,0.86
9/5/2018 18:00,1302,31.07,56.75,-668.6,0.75
9/5/2018 19:00,1303,30.28,60.48,-457.8,0.294
9/5/2018 20:00,1304,28.33,68,-208.5,0.246
9/5/2018 21:00,1305,26.03,81.4,65.57,0.555
9/5/2018 22:00,1306,25,83,334.2,0.669
9/5/2018 23:00,1307,24.56,80.4,590,0.356
9/6/2018 0:00,1308,24.27,82.4,813,0.209
9/6/2018 1:00,1309,23.49,87.1,987,0.097
9/6/2018 2:00,1310,23.05,91,1101,0.32
9/6/2018 3:00,1311,22.83,91.9,1146,0.109
9/6/2018 4:00,1312,22.39,92.9,1121,0.028
9/6/2018 5:00,1313,22.11,92.9,1025,0.122
9/6/2018 6:00,1314,22.02,90.6,866,0.322
9/6/2018 7:00,1315,21.77,89.4,655.2,0.063
9/6/2018 8:00,1316,22.11,84.4,406.5,0.226
9/6/2018 9:00,1317,24.18,77.52,139.1,0.347
9/6/2018 10:00,1318,26.04,76.92,-135.6,0.849
9/6/2018 11:00,1319,25.54,81.7,-394.7,0.903
9/6/2018 12:00,1320,27.92,67.48,-618.4,0.663
9/6/2018 13:00,1321,28.71,65.02,-793.3,0.881
9/6/2018 14:00,1322,30.16,57.91,-908,0.871
9/6/2018 15:00,1323,28.33,74,-953,0.711
9/6/2018 16:00,1324,24.03,96.5,-928,1.024
9/6/2018 17:00,1325,21.63,93.7,-832,0.413
9/6/2018 18:00,1326,21.67,96.2,-673.7,0.65
9/6/2018 19:00,1327,21.9,95.5,-462.5,0.534
9/6/2018 20:00,1328,21.68,100,-212.9,0.251
9/6/2018 21:00,1329,20.86,100,61.43,0.129
9/6/2018 22:00,1330,20.49,98.2,330.2,0.263
9/6/2018 23:00,1331,20.2,100,586,0.36
9/7/2018 0:00,1332,19.78,100,809,0.229
9/7/2018 1:00,1333,19.63,100,983,0.437
9/7/2018 2:00,1334,19.57,100,1096,0.576
9/7/2018 3:00,1335,19.36,100,1142,0.213
9/7/2018 4:00,1336,19.3,100,1115,0.205
9/7/2018 5:00,1337,19.25,100,1019,0.196
9/7/2018 6:00,1338,19.33,100,860,0.37
9/7/2018 7:00,1339,19.12,100,648.6,0.379
9/7/2018 8:00,1340,19.23,100,399.5,0.267
9/7/2018 9:00,1341,19.76,100,132.2,0.263
9/7/2018 10:00,1342,20.16,100,-143.3,0.225
9/7/2018 11:00,1343,20.9,99.9,-402.1,0.348
9/7/2018 12:00,1344,22.99,82.9,-625.7,0.731
9/7/2018 13:00,1345,25.29,68.53,-800,0.665
9/7/2018 14:00,1346,26.61,65.46,-914,0.979
9/7/2018 15:00,1347,27.54,69.46,-960,0.896
9/7/2018 16:00,1348,27.76,68.49,-934,1.045
9/7/2018 17:00,1349,28.37,62.18,-838,0.707
9/7/2018 18:00,1350,27.67,76.01,-678.9,0.773
9/7/2018 19:00,1351,22.27,95.9,-467.3,0.623
9/7/2018 20:00,1352,21.45,99,-217.3,0.39
9/7/2018 21:00,1353,21.46,100,57.28,0.137
9/7/2018 22:00,1354,21.34,100,326.3,0.136
9/7/2018 23:00,1355,21.25,100,582.1,0.37
9/8/2018 0:00,1356,21.17,100,805,0.079
9/8/2018 1:00,1357,20.62,100,979,0.192
9/8/2018 2:00,1358,20.19,100,1092,0.205
9/8/2018 3:00,1359,20.02,100,1137,0.496
9/8/2018 4:00,1360,19.76,100,1110,0.687
9/8/2018 5:00,1361,19.6,100,1013,0.696
9/8/2018 6:00,1362,19.68,100,854,0.411
9/8/2018 7:00,1363,19.81,100,642,0.418
9/8/2018 8:00,1364,19.87,100,392.6,0.453
9/8/2018 9:00,1365,18.86,94,125.2,1.528
9/8/2018 10:00,1366,17.31,92.8,-151,2.136
9/8/2018 11:00,1367,17.95,84.9,-409.5,1.826
9/8/2018 12:00,1368,18.59,83.4,-633.1,1.682
9/8/2018 13:00,1369,18.92,81.4,-808,1.797
9/8/2018 14:00,1370,19.84,75.44,-921,1.521
9/8/2018 15:00,1371,20.44,78.58,-966,0.954
9/8/2018 16:00,1372,19.28,77.67,-940,1.147
9/8/2018 17:00,1373,18.13,86.5,-844,1.379
9/8/2018 18:00,1374,17.24,77.68,-684,1.184
9/8/2018 19:00,1375,15.92,86.7,-472,1.306
9/8/2018 20:00,1376,14.04,100,-221.8,1.1
9/8/2018 21:00,1377,13.67,94.6,53.11,1.639
9/8/2018 22:00,1378,13.77,98.5,322.3,1.121
9/8/2018 23:00,1379,13.89,96.8,578.1,1.507
9/9/2018 0:00,1380,13.67,99.6,801,1.131
9/9/2018 1:00,1381,13.44,99.9,974,1.47
9/9/2018 2:00,1382,13.07,97.4,1087,0.9
9/9/2018 3:00,1383,12.86,97.7,1132,1.034
9/9/2018 4:00,1384,12.32,97.8,1105,1.324
9/9/2018 5:00,1385,12.07,95.6,1008,1.213
9/9/2018 6:00,1386,12.04,98,848,1.136
9/9/2018 7:00,1387,12.46,99.3,635.3,1.236
9/9/2018 8:00,1388,12.59,99.4,385.5,1.514
9/9/2018 9:00,1389,12.89,99.7,118.1,2.115
9/9/2018 10:00,1390,12.92,99.4,-158.6,2.03
9/9/2018 11:00,1391,13.34,99,-416.9,2.632
9/9/2018 12:00,1392,13.68,97.2,-640.4,2.878
9/9/2018 13:00,1393,14.24,96.4,-815,3.113
9/9/2018 14:00,1394,14.39,97.8,-928,2.904
9/9/2018 15:00,1395,14.37,99.5,-973,2.136
9/9/2018 16:00,1396,14.82,95,-946,2.262
9/9/2018 17:00,1397,14.91,94.7,-849,1.934
9/9/2018 18:00,1398,15.31,90.6,-689.1,1.919
9/9/2018 19:00,1399,15.53,94.8,-476.7,2.142
9/9/2018 20:00,1400,14.74,94.7,-226.2,2.316
9/9/2018 21:00,1401,14.63,95.7,48.94,2.025
9/9/2018 22:00,1402,14.83,90.9,318.3,2.493
9/9/2018 23:00,1403,14.86,89.4,574.1,2.49
9/10/2018 0:00,1404,14.49,98.1,796.5,2.245
9/10/2018 1:00,1405,14.4,98.6,970,2.461
9/10/2018 2:00,1406,14.29,100,1083,2.229
9/10/2018 3:00,1407,14.32,100,1127,1.761
9/10/2018 4:00,1408,14.46,100,1099,1.917
9/10/2018 5:00,1409,14.78,98.1,1002,2.176
9/10/2018 6:00,1410,15.14,94.9,841,2.415
9/10/2018 7:00,1411,15.61,92.4,628.5,2.118
9/10/2018 8:00,1412,16.07,92.6,378.5,2.378
9/10/2018 9:00,1413,16.97,89.8,110.9,2.544
9/10/2018 10:00,1414,17.81,86,-166.2,2.41
9/10/2018 11:00,1415,18.44,94.1,-424.4,1.873
9/10/2018 12:00,1416,18.36,96.6,-647.7,0.401
9/10/2018 13:00,1417,18.9,98.4,-822,0.881
9/10/2018 14:00,1418,18.88,99,-935,0.694
9/10/2018 15:00,1419,19.1,98.3,-979,0.185
9/10/2018 16:00,1420,19.1,100,-952,0.311
9/10/2018 17:00,1421,19.54,99.3,-855,0.274
9/10/2018 18:00,1422,19.67,100,-694.2,0.125
9/10/2018 19:00,1423,19.45,100,-481.5,0.675
9/10/2018 20:00,1424,18.76,100,-230.6,1.126
9/10/2018 21:00,1425,18,100,44.75,1.085
9/10/2018 22:00,1426,17.55,100,314.2,0.865
9/10/2018 23:00,1427,17.39,100,570,0.24
9/11/2018 0:00,1428,17.27,100,792.3,0.543
9/11/2018 1:00,1429,16.52,100,966,0.714
9/11/2018 2:00,1430,15.87,100,1078,0.813
9/11/2018 3:00,1431,15.52,100,1121,0.242
9/11/2018 4:00,1432,15.44,100,1093,0.177
9/11/2018 5:00,1433,15.38,100,996,0.097
9/11/2018 6:00,1434,15.43,100,835,0.002
9/11/2018 7:00,1435,15.39,100,621.7,0.045
9/11/2018 8:00,1436,15.12,98.7,371.3,0.281
9/11/2018 9:00,1437,15.31,97.1,103.6,0.15
9/11/2018 10:00,1438,15.83,98.7,-173.8,0.275
9/11/2018 11:00,1439,16.4,94.9,-431.9,0.326
9/11/2018 12:00,1440,18.04,90.8,-655.1,0.381
9/11/2018 13:00,1441,18.43,92.4,-829,0.468
9/11/2018 14:00,1442,18.2,83.3,-942,0.435
9/11/2018 15:00,1443,18.98,84.1,-986,0.334
9/11/2018 16:00,1444,19.48,80.9,-958,0.554
9/11/2018 17:00,1445,19.93,82.7,-860,0.46
9/11/2018 18:00,1446,19.69,84.7,-699.3,0.347
9/11/2018 19:00,1447,19.15,92.6,-486.2,0.325
9/11/2018 20:00,1448,18.27,93.5,-235,0.11
9/11/2018 21:00,1449,17.7,98.4,40.55,0.339
9/11/2018 22:00,1450,17.36,97.6,310.2,0.283
9/11/2018 23:00,1451,17.49,98.1,565.9,0.081
9/12/2018 0:00,1452,17.28,98.6,788.1,0.201
9/12/2018 1:00,1453,17.01,100,961,0.334
9/12/2018 2:00,1454,16.81,100,1073,0.702
9/12/2018 3:00,1455,16.62,100,1116,0.622
9/12/2018 4:00,1456,16.65,100,1088,0.287
9/12/2018 5:00,1457,16.65,100,990,0.309
9/12/2018 6:00,1458,16.53,100,828,0.469
9/12/2018 7:00,1459,16.86,100,614.8,0.545
9/12/2018 8:00,1460,16.77,100,364.2,0.801
9/12/2018 9:00,1461,17.48,100,96.3,0.456
9/12/2018 10:00,1462,18.25,100,-181.4,0.552
9/12/2018 11:00,1463,18.44,99.7,-439.4,0.453
9/12/2018 12:00,1464,19.16,97.9,-662.4,0.409
9/12/2018 13:00,1465,19.29,100,-836,0.355
9/12/2018 14:00,1466,19.73,100,-948,0.672
9/12/2018 15:00,1467,21.52,87.2,-992,0.872
9/12/2018 16:00,1468,24.74,79.2,-964,0.757
9/12/2018 17:00,1469,25.27,80.7,-866,0.768
9/12/2018 18:00,1470,24.73,89.9,-704.3,0.541
9/12/2018 19:00,1471,23.76,90.2,-490.8,0.582
9/12/2018 20:00,1472,22.45,97.5,-239.4,0.183
9/12/2018 21:00,1473,21.94,97.7,36.34,0.158
9/12/2018 22:00,1474,21.45,96.6,306.1,0.261
9/12/2018 23:00,1475,20.98,97.6,561.8,0.28
9/13/2018 0:00,1476,21.08,97.4,783.8,0.272
9/13/2018 1:00,1477,20.94,93.2,957,0.136
9/13/2018 2:00,1478,20.86,97.5,1068,0.133
9/13/2018 3:00,1479,20.6,94.8,1111,0.316
9/13/2018 4:00,1480,20.76,94.9,1082,0.216
9/13/2018 5:00,1481,20.63,94.1,983,0.291
9/13/2018 6:00,1482,20.64,95.6,822,0.238
9/13/2018 7:00,1483,20.27,98.4,607.8,0.094
9/13/2018 8:00,1484,20.94,86.5,357,0.093
9/13/2018 9:00,1485,23.12,84.5,88.9,0.411
9/13/2018 10:00,1486,23.66,83.5,-189,0.468
9/13/2018 11:00,1487,24.75,76.83,-446.8,0.499
9/13/2018 12:00,1488,26.77,69.75,-669.8,0.618
9/13/2018 13:00,1489,28.04,67.08,-843,0.744
9/13/2018 14:00,1490,27.91,72.74,-955,0.591
9/13/2018 15:00,1491,27.91,69.39,-998,0.723
9/13/2018 16:00,1492,28.94,65.4,-970,0.711
9/13/2018 17:00,1493,27.13,69.99,-871,0.464
9/13/2018 18:00,1494,26.35,70.97,-709.4,0.195
9/13/2018 19:00,1495,24.85,74.74,-495.5,0.424
9/13/2018 20:00,1496,23.24,85.9,-243.8,0.615
9/13/2018 21:00,1497,22.02,87.5,32.11,1.051
9/13/2018 22:00,1498,21.58,89.7,302,0.83
9/13/2018 23:00,1499,21.61,89,557.6,0.816
9/14/2018 0:00,1500,21.75,84.5,779.4,0.951
9/14/2018 1:00,1501,21.82,90.4,952,0.804
9/14/2018 2:00,1502,21.28,86.1,1063,0.769
9/14/2018 3:00,1503,21.3,81.3,1106,0.739
9/14/2018 4:00,1504,21.05,86.8,1076,0.481
9/14/2018 5:00,1505,21.1,84.4,977,0.585
9/14/2018 6:00,1506,20.32,88.8,815,0.234
9/14/2018 7:00,1507,20.15,89.7,600.8,0.508
9/14/2018 8:00,1508,20.42,90.3,349.7,0.35
9/14/2018 9:00,1509,20.56,86.4,81.4,0.534
9/14/2018 10:00,1510,23.29,75.95,-196.6,0.68
9/14/2018 11:00,1511,25.95,66.56,-454.3,0.688
9/14/2018 12:00,1512,28.13,60.7,-677.1,0.891
9/14/2018 13:00,1513,28.44,65.75,-850,0.849
9/14/2018 14:00,1514,27.69,73.27,-962,0.853
9/14/2018 15:00,1515,28.08,64.03,-1005,1.005
9/14/2018 16:00,1516,27.63,67.16,-976,0.815
9/14/2018 17:00,1517,27.23,65.89,-877,0.721
9/14/2018 18:00,1518,27.13,66.78,-714.4,0.803
9/14/2018 19:00,1519,25.89,77.34,-500.2,0.573
9/14/2018 20:00,1520,23.13,86.6,-248.2,0.51
9/14/2018 21:00,1521,21.77,92.2,27.87,0.423
9/14/2018 22:00,1522,21.19,90.6,297.8,0.269
9/14/2018 23:00,1523,21.16,90.6,553.4,0.577
9/15/2018 0:00,1524,20.81,92.6,775.1,0.653
9/15/2018 1:00,1525,20.66,93.2,947,0.739
9/15/2018 2:00,1526,20.7,89.9,1058,0.549
9/15/2018 3:00,1527,20.54,92.1,1100,0.703
9/15/2018 4:00,1528,20.43,90,1070,0.607
9/15/2018 5:00,1529,20.62,86.2,971,0.892
9/15/2018 6:00,1530,20.63,87.2,808,0.897
9/15/2018 7:00,1531,20.52,92,593.8,0.785
9/15/2018 8:00,1532,20.45,87,342.4,0.786
9/15/2018 9:00,1533,21.55,80.2,73.96,0.814
9/15/2018 10:00,1534,23.16,68.57,-204.2,0.638
9/15/2018 11:00,1535,24.3,73.32,-461.8,0.779
9/15/2018 12:00,1536,25.53,65.75,-684.4,0.992
9/15/2018 13:00,1537,26.29,69.31,-857,0.966
9/15/2018 14:00,1538,25.74,76.02,-969,0.668
9/15/2018 15:00,1539,26.26,67.94,-1011,0.691
9/15/2018 16:00,1540,25.92,70.66,-981,0.585
9/15/2018 17:00,1541,25.21,73.2,-882,0.717
9/15/2018 18:00,1542,24.48,77.89,-719.4,0.738
9/15/2018 19:00,1543,23.12,85.2,-504.8,0.663
9/15/2018 20:00,1544,21.72,89,-252.7,0.378
9/15/2018 21:00,1545,20.86,89.1,23.62,0.292
9/15/2018 22:00,1546,20.28,91.9,293.7,0.505
9/15/2018 23:00,1547,19.99,93.4,549.1,0.443
9/16/2018 0:00,1548,20.06,89.1,770.6,0.488
9/16/2018 1:00,1549,19.87,91.6,943,0.504
9/16/2018 2:00,1550,19.72,90.6,1053,0.533
9/16/2018 3:00,1551,20.04,92.7,1095,0.618
9/16/2018 4:00,1552,19.98,87.5,1065,0.644
9/16/2018 5:00,1553,19.92,87.6,964,1.268
9/16/2018 6:00,1554,19.29,92.8,801,1.004
9/16/2018 7:00,1555,19.31,95.5,586.7,1.2
9/16/2018 8:00,1556,20.02,86.8,335.1,1.428
9/16/2018 9:00,1557,21.07,80.4,66.46,0.974
9/16/2018 10:00,1558,22.51,70.79,-211.8,0.73
9/16/2018 11:00,1559,24.39,68.1,-469.3,0.982
9/16/2018 12:00,1560,25.75,66.02,-691.7,1.117
9/16/2018 13:00,1561,26.69,63.71,-864,1.361
9/16/2018 14:00,1562,26.78,64.18,-975,1.135
9/16/2018 15:00,1563,26.97,60.46,-1017,0.944
9/16/2018 16:00,1564,26.46,69.79,-987,0.992
9/16/2018 17:00,1565,24.49,72.7,-887,0.926
9/16/2018 18:00,1566,23.83,77.38,-724.4,0.925
9/16/2018 19:00,1567,22.79,81.4,-509.5,0.659
9/16/2018 20:00,1568,21.7,86.1,-257.1,0.422
9/16/2018 21:00,1569,21.48,82.4,19.35,0.48
9/16/2018 22:00,1570,21.63,79.77,289.5,0.573
9/16/2018 23:00,1571,21.77,75.32,544.9,0.824
9/17/2018 0:00,1572,21.6,74.36,766.2,0.95
9/17/2018 1:00,1573,21.55,77.84,938,0.928
9/17/2018 2:00,1574,21.18,80.3,1048,0.788
9/17/2018 3:00,1575,21.18,79.68,1089,0.77
9/17/2018 4:00,1576,21.38,80.6,1059,0.558
9/17/2018 5:00,1577,21.29,83.3,958,0.607
9/17/2018 6:00,1578,21.37,87,794.7,0.582
9/17/2018 7:00,1579,20.58,93.8,579.6,0.659
9/17/2018 8:00,1580,20.14,96.4,327.8,0.703
9/17/2018 9:00,1581,20.22,93.7,58.92,0.754
9/17/2018 10:00,1582,19.88,99,-219.4,1.247
9/17/2018 11:00,1583,20.56,91.9,-476.8,1.244
9/17/2018 12:00,1584,21.6,93.9,-699,0.681
9/17/2018 13:00,1585,23.66,79.84,-871,0.69
9/17/2018 14:00,1586,26.49,67.45,-982,0.73
9/17/2018 15:00,1587,25.95,89.4,-1023,0.626
9/17/2018 16:00,1588,22.93,99.7,-993,1.392
9/17/2018 17:00,1589,23.02,93.2,-893,0.448
9/17/2018 18:00,1590,23.83,92.1,-729.3,0.328
9/17/2018 19:00,1591,22.39,97.7,-514.1,0.705
9/17/2018 20:00,1592,21.82,98.5,-261.5,0.512
9/17/2018 21:00,1593,21.72,99.1,15.07,0.187
9/17/2018 22:00,1594,21.44,100,285.3,0.02
9/17/2018 23:00,1595,21.42,100,540.5,0.446
9/18/2018 0:00,1596,21.15,100,761.6,0.354
9/18/2018 1:00,1597,20.81,100,933,0.103
9/18/2018 2:00,1598,20.73,100,1043,0.013
9/18/2018 3:00,1599,20.68,100,1084,0.01
9/18/2018 4:00,1600,20.56,100,1052,0.629
9/18/2018 5:00,1601,19.77,100,952,1.204
9/18/2018 6:00,1602,19.2,100,787.8,0.929
9/18/2018 7:00,1603,19.01,100,572.4,0.952
9/18/2018 8:00,1604,19,100,320.4,0.66
9/18/2018 9:00,1605,19.16,100,51.37,0.712
9/18/2018 10:00,1606,19.68,95.3,-227,0.86
9/18/2018 11:00,1607,20.9,87.2,-484.2,0.773
9/18/2018 12:00,1608,22.49,82.8,-706.2,0.752
9/18/2018 13:00,1609,23.71,70.12,-878,1.057
9/18/2018 14:00,1610,24.17,72.17,-988,1.141
9/18/2018 15:00,1611,24.77,65.46,-1030,1.098
9/18/2018 16:00,1612,25.69,69.14,-999,1.012
9/18/2018 17:00,1613,26.07,64.64,-898,0.734
9/18/2018 18:00,1614,25.75,69.33,-734.2,0.47
9/18/2018 19:00,1615,25.58,75.11,-518.7,0.439
9/18/2018 20:00,1616,23.25,87.2,-265.9,0.187
9/18/2018 21:00,1617,21.69,94.5,10.78,0.343
9/18/2018 22:00,1618,20.76,97.9,281.1,0.47
9/18/2018 23:00,1619,20.28,95.5,536.2,0.085
9/19/2018 0:00,1620,20.15,94.7,757.1,0.183
9/19/2018 1:00,1621,20.07,97.8,928,0.231
9/19/2018 2:00,1622,19.61,99.1,1038,0.309
9/19/2018 3:00,1623,19.28,99.7,1078,0.131
9/19/2018 4:00,1624,18.95,100,1046,0.323
9/19/2018 5:00,1625,18.95,99.6,945,0.247
9/19/2018 6:00,1626,18.67,100,780.9,0.346
9/19/2018 7:00,1627,18.7,98.5,565.2,0.279
9/19/2018 8:00,1628,18.89,99.5,313,0.127
9/19/2018 9:00,1629,19.69,97.2,43.8,0.321
9/19/2018 10:00,1630,20.58,92.3,-234.6,0.237
9/19/2018 11:00,1631,22.44,83,-491.7,0.814
9/19/2018 12:00,1632,23.8,75.99,-713.4,0.745
9/19/2018 13:00,1633,24.57,70.56,-885,0.839
9/19/2018 14:00,1634,26.28,70.03,-995,0.843
9/19/2018 15:00,1635,26.42,63,-1036,1.084
9/19/2018 16:00,1636,26.69,59.68,-1004,0.901
9/19/2018 17:00,1637,26.58,64.52,-903,0.74
9/19/2018 18:00,1638,26.36,67.84,-739.1,0.757
9/19/2018 19:00,1639,25.61,77.11,-523.3,0.275
9/19/2018 20:00,1640,23.22,83,-270.3,0.111
9/19/2018 21:00,1641,21.64,96,6.471,0.586
9/19/2018 22:00,1642,20.58,95.4,276.8,0.641
9/19/2018 23:00,1643,20.06,92.8,531.8,0.374
9/20/2018 0:00,1644,19.12,93.1,752.5,0.601
9/20/2018 1:00,1645,18.6,95.8,923,0.566
9/20/2018 2:00,1646,18.38,93.4,1032,0.212
9/20/2018 3:00,1647,18.04,97.6,1072,0.261
9/20/2018 4:00,1648,17.4,98.1,1040,0.187
9/20/2018 5:00,1649,17.57,98.2,939,0.003
9/20/2018 6:00,1650,17.2,99.1,774,0.086
9/20/2018 7:00,1651,17.19,99.6,558,0.016
9/20/2018 8:00,1652,17.53,96.4,305.6,0.326
9/20/2018 9:00,1653,20.33,82.9,36.22,0.073
9/20/2018 10:00,1654,22.7,75.22,-242.2,0.298
9/20/2018 11:00,1655,25.16,70.54,-499.1,0.508
9/20/2018 12:00,1656,26.54,67.69,-720.6,0.81
9/20/2018 13:00,1657,27.67,56.35,-892,0.999
9/20/2018 14:00,1658,27.83,58.5,-1001,1.169
9/20/2018 15:00,1659,29.05,59.93,-1042,0.641
9/20/2018 16:00,1660,29.56,56.59,-1010,0.443
9/20/2018 17:00,1661,29.22,59.44,-908,0.413
9/20/2018 18:00,1662,27.69,68.2,-744,0.22
9/20/2018 19:00,1663,26.43,82.5,-527.9,0.547
9/20/2018 20:00,1664,23.91,88,-274.7,0.947
9/20/2018 21:00,1665,23,84.9,2.154,0.822
9/20/2018 22:00,1666,22.59,84.2,272.5,0.931
9/20/2018 23:00,1667,22.06,85.7,527.4,1.111
9/21/2018 0:00,1668,21.96,86.5,747.8,1.254
9/21/2018 1:00,1669,21.86,85.7,918,1.276
9/21/2018 2:00,1670,21.79,85.5,1027,0.943
9/21/2018 3:00,1671,21.63,87,1066,0.706
9/21/2018 4:00,1672,21.13,87.3,1034,0.77
9/21/2018 5:00,1673,21.36,88.1,932,0.76
9/21/2018 6:00,1674,21.24,89.2,767,0.65
9/21/2018 7:00,1675,21.24,88.2,550.7,0.674
9/21/2018 8:00,1676,21.2,85.9,298.2,0.626
9/21/2018 9:00,1677,22.71,79.42,28.63,0.639
9/21/2018 10:00,1678,24.69,72.39,-249.8,0.959
9/21/2018 11:00,1679,26.21,68.15,-506.5,1.13
9/21/2018 12:00,1680,27.3,64.97,-727.8,1.457
9/21/2018 13:00,1681,28.64,62.78,-899,1.547
9/21/2018 14:00,1682,29.2,61.46,-1008,1.358
9/21/2018 15:00,1683,29.76,56.24,-1048,1.186
9/21/2018 16:00,1684,28.72,60.08,-1016,1.232
9/21/2018 17:00,1685,28.85,65.2,-914,1.253
9/21/2018 18:00,1686,27.92,69.66,-748.9,0.884
9/21/2018 19:00,1687,26.84,73.59,-532.5,0.629
9/21/2018 20:00,1688,24.73,78.93,-279.1,0.58
9/21/2018 21:00,1689,24.34,79.28,-2.18,0.886
9/21/2018 22:00,1690,23.79,79.15,268.2,0.96
9/21/2018 23:00,1691,23.52,91.4,522.9,1.458
9/22/2018 0:00,1692,21.01,99.8,743.1,1.076
9/22/2018 1:00,1693,20.55,99.6,913,0.478
9/22/2018 2:00,1694,20.38,97.7,1022,0.56
9/22/2018 3:00,1695,19.96,99.9,1061,0.185
9/22/2018 4:00,1696,19.7,95.8,1028,0.664
9/22/2018 5:00,1697,18.16,91,925,0.842
9/22/2018 6:00,1698,16.85,84.2,760,1.025
9/22/2018 7:00,1699,16,85.8,543.4,0.492
9/22/2018 8:00,1700,15.74,87.3,290.7,0.702
