"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","Wind"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT"
"TS","RN","meters/second","Deg","Deg"
"","","WVc","WVc","WVc"
"2018-07-13 12:00:00",0,0.442,34.47,68.03
"2018-07-13 13:00:00",1,0.49,35.46,76.49
"2018-07-13 14:00:00",2,0.842,111.9,87.1
"2018-07-13 15:00:00",3,0.774,174.8,55.65
"2018-07-13 16:00:00",4,0.737,159.3,84.1
"2018-07-13 17:00:00",5,0.561,129.2,75.81
"2018-07-13 18:00:00",6,0.339,349.7,72.58
"2018-07-13 19:00:00",7,0.391,342,36.19
"2018-07-13 20:00:00",8,0.026,342.9,11.59
"2018-07-13 21:00:00",9,0.504,341.2,14.67
"2018-07-13 22:00:00",10,0.951,334.6,12.7
"2018-07-13 23:00:00",11,0.934,332.2,10.75
"2018-07-14 00:00:00",12,0.858,330.1,7.792
"2018-07-14 01:00:00",13,0.669,330.5,8.97
"2018-07-14 02:00:00",14,0.439,302.4,13.6
"2018-07-14 03:00:00",15,0.496,302.9,12.92
"2018-07-14 04:00:00",16,0.533,310.3,11.32
"2018-07-14 05:00:00",17,0.522,320.2,4.75
"2018-07-14 06:00:00",18,0.335,319.3,4.732
"2018-07-14 07:00:00",19,0.102,313.9,1.995
"2018-07-14 08:00:00",20,0,317.1,0.004
"2018-07-14 09:00:00",21,0.308,346.2,16.13
"2018-07-14 10:00:00",22,0.605,44.76,65.91
"2018-07-14 11:00:00",23,1.139,80.2,44.52
"2018-07-14 12:00:00",24,1.132,63.81,51.96
"2018-07-14 13:00:00",25,1.084,100.9,46.4
"2018-07-14 14:00:00",26,1.091,71.82,61.79
"2018-07-14 15:00:00",27,0.826,84.1,58.55
"2018-07-14 16:00:00",28,1.018,104.1,33.69
"2018-07-14 17:00:00",29,0.808,95.1,33.91
"2018-07-14 18:00:00",30,0.851,86.3,30.61
"2018-07-14 19:00:00",31,0.724,91.1,33.88
"2018-07-14 20:00:00",32,0.42,86.4,23.33
"2018-07-14 21:00:00",33,0.39,62.28,14.84
"2018-07-14 22:00:00",34,0.705,307.2,11.69
"2018-07-14 23:00:00",35,0.389,303.6,6.199
"2018-07-15 00:00:00",36,0.769,315.1,7.539
"2018-07-15 01:00:00",37,0.578,290.4,10.4
"2018-07-15 02:00:00",38,0.081,282.2,6.394
"2018-07-15 03:00:00",39,0.083,288.1,0.057
"2018-07-15 04:00:00",40,0.127,299.8,15.9
"2018-07-15 05:00:00",41,0.123,286.9,6.72
"2018-07-15 06:00:00",42,0.005,210.1,2.78
"2018-07-15 07:00:00",43,0.009,158.7,1.507
"2018-07-15 08:00:00",44,0.006,166.2,8.35
"2018-07-15 09:00:00",45,0.182,324.2,31.13
"2018-07-15 10:00:00",46,0.309,60.59,67.85
"2018-07-15 11:00:00",47,0.597,65.62,42.67
"2018-07-15 12:00:00",48,0.678,64.11,54.34
"2018-07-15 13:00:00",49,0.717,40.13,74.51
"2018-07-15 14:00:00",50,0.833,28.29,62.11
"2018-07-15 15:00:00",51,0.804,140,79.55
"2018-07-15 16:00:00",52,1.419,107.7,48.04
"2018-07-15 17:00:00",53,0.602,299.5,32.78
"2018-07-15 18:00:00",54,0.42,327,23.92
"2018-07-15 19:00:00",55,0.338,327.4,20.28
"2018-07-15 20:00:00",56,0.1,344.7,18.27
"2018-07-15 21:00:00",57,0.525,319.1,9.82
"2018-07-15 22:00:00",58,0.581,307.6,13.93
"2018-07-15 23:00:00",59,0.232,286.9,27.94
"2018-07-16 00:00:00",60,0.282,294,8.74
"2018-07-16 01:00:00",61,0.239,281.4,7.283
"2018-07-16 02:00:00",62,0.269,280.3,0.058
"2018-07-16 03:00:00",63,0.165,292.3,6.331
"2018-07-16 04:00:00",64,0.429,305,8.51
"2018-07-16 05:00:00",65,0.432,295,8.59
"2018-07-16 06:00:00",66,0.195,299.7,0.311
"2018-07-16 07:00:00",67,0.028,299.3,0.04
"2018-07-16 08:00:00",68,0.059,314.6,9.56
"2018-07-16 09:00:00",69,0.211,339.1,21.75
"2018-07-16 10:00:00",70,0.342,345.1,41.1
"2018-07-16 11:00:00",71,0.695,39.52,62.95
"2018-07-16 12:00:00",72,0.878,46.77,63.38
"2018-07-16 13:00:00",73,0.943,71,60.53
"2018-07-16 14:00:00",74,0.823,60.41,70.16
"2018-07-16 15:00:00",75,0.578,339.8,78.7
"2018-07-16 16:00:00",76,0.831,43.55,67.89
"2018-07-16 17:00:00",77,0.775,73.08,66.81
"2018-07-16 18:00:00",78,1.366,80.2,67.92
"2018-07-16 19:00:00",79,0.877,24.83,75.86
"2018-07-16 20:00:00",80,0.643,28.95,70.86
"2018-07-16 21:00:00",81,0.296,323.4,61.64
"2018-07-16 22:00:00",82,0.429,310.6,20.84
"2018-07-16 23:00:00",83,0.144,303.9,21.24
"2018-07-17 00:00:00",84,0.32,102.2,63.36
"2018-07-17 01:00:00",85,0.076,286.3,34.11
"2018-07-17 02:00:00",86,0.257,291.8,7.239
"2018-07-17 03:00:00",87,0.047,141.5,31.33
"2018-07-17 04:00:00",88,0.171,282.6,50.5
"2018-07-17 05:00:00",89,0.16,280.3,11.12
"2018-07-17 06:00:00",90,0.093,270.4,35.21
"2018-07-17 07:00:00",91,0.11,100.6,34.95
"2018-07-17 08:00:00",92,0.088,25.55,32.14
"2018-07-17 09:00:00",93,0.495,97.2,20.27
"2018-07-17 10:00:00",94,0.916,84.1,28.55
"2018-07-17 11:00:00",95,1.135,77.33,26.3
"2018-07-17 12:00:00",96,1.192,288,85
"2018-07-17 13:00:00",97,1.354,264,41.51
"2018-07-17 14:00:00",98,0.761,298.7,55.48
"2018-07-17 15:00:00",99,1.259,289,43.04
"2018-07-17 16:00:00",100,1.34,321.7,49.07
"2018-07-17 17:00:00",101,1.505,320.2,46.56
"2018-07-17 18:00:00",102,1.708,312.8,44.21
"2018-07-17 19:00:00",103,1.423,326.8,45.94
"2018-07-17 20:00:00",104,1.213,309.8,43.67
"2018-07-17 21:00:00",105,0.599,293.9,35.86
"2018-07-17 22:00:00",106,0.604,349.9,70.52
"2018-07-17 23:00:00",107,0.897,62.84,29.94
"2018-07-18 00:00:00",108,0.966,66.67,21.35
"2018-07-18 01:00:00",109,0.861,54.78,17.58
"2018-07-18 02:00:00",110,0.436,51.78,23.8
"2018-07-18 03:00:00",111,0,0,0
"2018-07-18 04:00:00",112,0.037,93.1,8.75
"2018-07-18 05:00:00",113,0.276,123.6,8.35
"2018-07-18 06:00:00",114,0.041,77.13,13.5
"2018-07-18 07:00:00",115,0.006,52.99,8.48
"2018-07-18 08:00:00",116,0.07,16.35,16.01
"2018-07-18 09:00:00",117,0.607,9.06,44.27
"2018-07-18 10:00:00",118,0.958,37.83,42.75
"2018-07-18 11:00:00",119,1.021,322.6,61.9
"2018-07-18 12:00:00",120,1.001,322.4,63.18
"2018-07-18 13:00:00",121,1.024,341.3,60.24
"2018-07-18 14:00:00",122,1.088,342.9,56.9
"2018-07-18 15:00:00",123,1.146,315.7,55.91
"2018-07-18 16:00:00",124,1.182,312.4,50.34
"2018-07-18 17:00:00",125,0.941,319.3,53.39
"2018-07-18 18:00:00",126,1.046,302.2,48.09
"2018-07-18 19:00:00",127,0.754,314.2,41.85
"2018-07-18 20:00:00",128,0.492,331.5,33.11
"2018-07-18 21:00:00",129,0.044,322.3,14.59
"2018-07-18 22:00:00",130,0.414,93.7,46.46
"2018-07-18 23:00:00",131,0.797,123.4,13.04
"2018-07-19 00:00:00",132,0.656,133.2,12.01
"2018-07-19 01:00:00",133,0.805,129.7,16.89
"2018-07-19 02:00:00",134,1.002,127.9,13.01
"2018-07-19 03:00:00",135,0.204,132.2,14.04
"2018-07-19 04:00:00",136,0.209,168.6,47.28
"2018-07-19 05:00:00",137,0.512,80.1,51.63
"2018-07-19 06:00:00",138,0.413,124.3,14.16
"2018-07-19 07:00:00",139,0.269,140.2,9.22
"2018-07-19 08:00:00",140,0.315,218.9,28.03
"2018-07-19 09:00:00",141,0.32,221.1,23.8
"2018-07-19 10:00:00",142,0.529,51.94,58.98
"2018-07-19 11:00:00",143,0.703,125.8,63.29
"2018-07-19 12:00:00",144,0.813,157.1,55.66
"2018-07-19 13:00:00",145,0.813,181.3,72.57
"2018-07-19 14:00:00",146,1.001,208.6,74.17
"2018-07-19 15:00:00",147,1.023,210,77.78
"2018-07-19 16:00:00",148,0.899,150.1,67.06
"2018-07-19 17:00:00",149,0.945,180.8,77.9
"2018-07-19 18:00:00",150,0.353,156.5,68.17
"2018-07-19 19:00:00",151,0.36,273.4,46.02
"2018-07-19 20:00:00",152,0.045,52.82,9.65
"2018-07-19 21:00:00",153,0.218,128,40.57
"2018-07-19 22:00:00",154,0.977,151.2,9.36
"2018-07-19 23:00:00",155,1.054,152.1,10.35
"2018-07-20 00:00:00",156,1.06,153.2,9.59
"2018-07-20 01:00:00",157,1.302,147.7,8.25
"2018-07-20 02:00:00",158,1.327,147.6,8.72
"2018-07-20 03:00:00",159,1.025,145.6,10.08
"2018-07-20 04:00:00",160,0.706,147.9,17.29
"2018-07-20 05:00:00",161,1.041,148.4,9.13
"2018-07-20 06:00:00",162,0.805,159.7,13.6
"2018-07-20 07:00:00",163,0.797,156.3,13.2
"2018-07-20 08:00:00",164,0.77,155.8,24.2
"2018-07-20 09:00:00",165,0.868,152.9,33.78
"2018-07-20 10:00:00",166,0.985,157.5,34.82
"2018-07-20 11:00:00",167,0.954,153.4,47.86
"2018-07-20 12:00:00",168,1.018,153.7,50.34
"2018-07-20 13:00:00",169,1.045,155.1,52.85
"2018-07-20 14:00:00",170,1.211,156.3,62.06
"2018-07-20 15:00:00",171,0.908,149.1,47.74
"2018-07-20 16:00:00",172,1.036,142.5,67.54
"2018-07-20 17:00:00",173,1.508,249.2,87.2
"2018-07-20 18:00:00",174,1.171,219.1,78.77
"2018-07-20 19:00:00",175,0.747,129.2,38.54
"2018-07-20 20:00:00",176,0.815,143.6,23.67
"2018-07-20 21:00:00",177,0.485,137.1,24.96
"2018-07-20 22:00:00",178,0.358,131.4,23.27
"2018-07-20 23:00:00",179,0.621,203.7,61.82
"2018-07-21 00:00:00",180,1.559,143.9,17.39
"2018-07-21 01:00:00",181,1.294,141,23.65
"2018-07-21 02:00:00",182,1.258,147.6,14.81
"2018-07-21 03:00:00",183,0.534,139.5,25.96
"2018-07-21 04:00:00",184,0.237,134.2,9.62
"2018-07-21 05:00:00",185,0.937,145.9,10.24
"2018-07-21 06:00:00",186,0.617,190.4,62.77
"2018-07-21 07:00:00",187,0.088,153.7,32.71
"2018-07-21 08:00:00",188,0.344,135.4,15.33
"2018-07-21 09:00:00",189,0.406,149.5,20.96
"2018-07-21 10:00:00",190,0.627,152.7,25.15
"2018-07-21 11:00:00",191,0.747,155.4,34.45
"2018-07-21 12:00:00",192,1.281,151.4,36.63
"2018-07-21 13:00:00",193,1.125,152.2,39.02
"2018-07-21 14:00:00",194,0.917,161.8,38.43
"2018-07-21 15:00:00",195,0.891,160.7,49.11
"2018-07-21 16:00:00",196,1.093,219.7,52.24
"2018-07-21 17:00:00",197,0.408,108.3,39.53
"2018-07-21 18:00:00",198,0.726,153.5,50.22
"2018-07-21 19:00:00",199,0.929,161.6,61.09
"2018-07-21 20:00:00",200,0.852,158.2,62.6
"2018-07-21 21:00:00",201,1.141,133.8,65.26
"2018-07-21 22:00:00",202,0.952,69.54,55.74
"2018-07-21 23:00:00",203,0.631,39.92,78.18
"2018-07-22 00:00:00",204,0.503,89.7,68.96
"2018-07-22 01:00:00",205,0.356,52.61,70.99
"2018-07-22 02:00:00",206,0.321,168.8,49.61
"2018-07-22 03:00:00",207,0.116,4.024,29.37
"2018-07-22 04:00:00",208,0.165,26.95,20.77
"2018-07-22 05:00:00",209,0.086,57.41,6.857
"2018-07-22 06:00:00",210,0.019,294.6,13.77
"2018-07-22 07:00:00",211,0.003,181.7,5.637
"2018-07-22 08:00:00",212,0.22,303.7,47.53
"2018-07-22 09:00:00",213,0.201,129.1,21.73
"2018-07-22 10:00:00",214,0.333,106.5,32.29
"2018-07-22 11:00:00",215,0.475,131.7,56.76
"2018-07-22 12:00:00",216,0.267,146.1,39.65
"2018-07-22 13:00:00",217,0.626,178.4,58.54
"2018-07-22 14:00:00",218,0.787,226.2,52.64
"2018-07-22 15:00:00",219,0.513,102.4,77.23
"2018-07-22 16:00:00",220,0.289,121.7,48.5
"2018-07-22 17:00:00",221,0.832,259.3,73.07
"2018-07-22 18:00:00",222,0.525,98.7,21.48
"2018-07-22 19:00:00",223,0.278,50.44,32.78
"2018-07-22 20:00:00",224,0.535,79.38,46.37
"2018-07-22 21:00:00",225,0.255,6.591,37.33
"2018-07-22 22:00:00",226,0.341,348.1,53.03
"2018-07-22 23:00:00",227,0.616,150.8,15.79
"2018-07-23 00:00:00",228,0.142,134.7,6.084
"2018-07-23 01:00:00",229,0.16,125.1,9.15
"2018-07-23 02:00:00",230,0.082,209.3,20.72
"2018-07-23 03:00:00",231,0.159,226.9,35.13
"2018-07-23 04:00:00",232,0.046,108,25.97
"2018-07-23 05:00:00",233,0.112,208.3,46.5
"2018-07-23 06:00:00",234,0.464,351.6,33.51
"2018-07-23 07:00:00",235,0.396,74.09,66.23
"2018-07-23 08:00:00",236,0.406,163.8,66.29
"2018-07-23 09:00:00",237,0.316,161.6,38.23
"2018-07-23 10:00:00",238,0.334,152.4,24.77
"2018-07-23 11:00:00",239,0.472,153.5,40.73
"2018-07-23 12:00:00",240,0.521,163.1,35.49
"2018-07-23 13:00:00",241,0.498,157.7,28.02
"2018-07-23 14:00:00",242,0.664,150.4,41.53
"2018-07-23 15:00:00",243,0.922,161.8,37.52
"2018-07-23 16:00:00",244,1.028,187.1,57.71
"2018-07-23 17:00:00",245,1.37,244.7,57.48
"2018-07-23 18:00:00",246,0.585,121.6,55.38
"2018-07-23 19:00:00",247,0.604,250.9,62.06
"2018-07-23 20:00:00",248,0.764,324.5,41.74
"2018-07-23 21:00:00",249,0.127,129.4,18.24
"2018-07-23 22:00:00",250,0.743,139.8,7.039
"2018-07-23 23:00:00",251,0.43,143.8,6.678
"2018-07-24 00:00:00",252,0.702,145.2,6.815
"2018-07-24 01:00:00",253,0.756,145,7.835
"2018-07-24 02:00:00",254,0.775,138.8,9.42
"2018-07-24 03:00:00",255,0.6,134.1,7.655
"2018-07-24 04:00:00",256,0.658,139.8,5
"2018-07-24 05:00:00",257,0.73,147.4,6.584
"2018-07-24 06:00:00",258,0.347,147.7,28.05
"2018-07-24 07:00:00",259,0.602,142.5,4.866
"2018-07-24 08:00:00",260,0.888,144,4.748
"2018-07-24 09:00:00",261,0.569,147,16.09
"2018-07-24 10:00:00",262,0.385,146.2,23.98
"2018-07-24 11:00:00",263,0.594,140.9,51.1
"2018-07-24 12:00:00",264,0.584,184.5,48.91
"2018-07-24 13:00:00",265,0.646,160.2,36.05
"2018-07-24 14:00:00",266,0.6,150.5,40.27
"2018-07-24 15:00:00",267,0.837,282.6,73.85
"2018-07-24 16:00:00",268,0.889,313.8,36.43
"2018-07-24 17:00:00",269,0.941,277.4,32.88
"2018-07-24 18:00:00",270,0.501,180.4,46.41
"2018-07-24 19:00:00",271,0.321,150.2,17.21
"2018-07-24 20:00:00",272,0.03,136.3,0.061
"2018-07-24 21:00:00",273,0.276,276.5,34.04
"2018-07-24 22:00:00",274,0.32,277,19.29
"2018-07-24 23:00:00",275,0.252,102,56.14
"2018-07-25 00:00:00",276,0.142,110,10.47
"2018-07-25 01:00:00",277,0.131,109.4,29.2
"2018-07-25 02:00:00",278,0.006,87,0.015
"2018-07-25 03:00:00",279,0.016,310.8,9.49
"2018-07-25 04:00:00",280,0.096,110.6,12.38
"2018-07-25 05:00:00",281,0.073,276.9,31.09
"2018-07-25 06:00:00",282,0.175,355,54.92
"2018-07-25 07:00:00",283,0.107,267.3,22.18
"2018-07-25 08:00:00",284,0.355,258.3,33.65
"2018-07-25 09:00:00",285,0.665,260.8,31.55
"2018-07-25 10:00:00",286,0.453,247.3,39.12
"2018-07-25 11:00:00",287,0.651,263.2,37.18
"2018-07-25 12:00:00",288,0.742,298.1,36.17
"2018-07-25 13:00:00",289,0.879,262.4,32.77
"2018-07-25 14:00:00",290,0.958,298.6,38.67
"2018-07-25 15:00:00",291,0.427,273.7,67.04
"2018-07-25 16:00:00",292,0.533,110,41.45
"2018-07-25 17:00:00",293,0.424,44.42,43.37
"2018-07-25 18:00:00",294,0.45,22.37,55.96
"2018-07-25 19:00:00",295,0.723,278.6,74.4
"2018-07-25 20:00:00",296,0.721,288.7,59.07
"2018-07-25 21:00:00",297,0.355,168.8,37.39
"2018-07-25 22:00:00",298,0.427,115.8,25.65
"2018-07-25 23:00:00",299,0.34,262.3,40.67
"2018-07-26 00:00:00",300,0.617,276.7,30.87
"2018-07-26 01:00:00",301,0.572,281.4,25.17
"2018-07-26 02:00:00",302,0.232,192,59.52
"2018-07-26 03:00:00",303,0.091,237.8,28.23
"2018-07-26 04:00:00",304,0.482,253.4,34.36
"2018-07-26 05:00:00",305,0.323,213.4,55.11
"2018-07-26 06:00:00",306,0.574,211.4,59.13
"2018-07-26 07:00:00",307,0.366,240.1,46.64
"2018-07-26 08:00:00",308,0.231,167.7,33.31
"2018-07-26 09:00:00",309,0.466,225,50.01
"2018-07-26 10:00:00",310,0.729,246.6,65.48
"2018-07-26 11:00:00",311,0.791,250.1,46.64
"2018-07-26 12:00:00",312,1.182,258.5,51.76
"2018-07-26 13:00:00",313,1.044,242.8,55.82
"2018-07-26 14:00:00",314,1.21,260.9,41.01
"2018-07-26 15:00:00",315,1.101,233,57.41
"2018-07-26 16:00:00",316,1.115,248.7,59.55
"2018-07-26 17:00:00",317,1.227,260.4,42.36
"2018-07-26 18:00:00",318,1.396,265,35.32
"2018-07-26 19:00:00",319,1.103,273.7,43.22
"2018-07-26 20:00:00",320,0.428,280.5,34.99
"2018-07-26 21:00:00",321,0.109,291.2,45.46
"2018-07-26 22:00:00",322,0.024,66.71,8.81
"2018-07-26 23:00:00",323,0.053,63.09,26.32
"2018-07-27 00:00:00",324,0.159,106.7,12.6
"2018-07-27 01:00:00",325,0.539,116.5,19.93
"2018-07-27 02:00:00",326,0.412,119,28.87
"2018-07-27 03:00:00",327,0.164,105.1,20.6
"2018-07-27 04:00:00",328,0.125,76.21,32.99
"2018-07-27 05:00:00",329,0.486,325.5,60.1
"2018-07-27 06:00:00",330,0.275,99.3,29.2
"2018-07-27 07:00:00",331,0.064,89.3,9.01
"2018-07-27 08:00:00",332,0.32,123.9,47.33
"2018-07-27 09:00:00",333,0.396,136.2,52.85
"2018-07-27 10:00:00",334,0.488,217.3,60.89
"2018-07-27 11:00:00",335,0.462,170.2,56.52
"2018-07-27 12:00:00",336,0.639,259.8,50.64
"2018-07-27 13:00:00",337,0.638,273,40.95
"2018-07-27 14:00:00",338,0.401,231.9,47.8
"2018-07-27 15:00:00",339,1.39,263.1,31.09
"2018-07-27 16:00:00",340,1.891,257.9,35.56
"2018-07-27 17:00:00",341,1.747,258.7,45.25
"2018-07-27 18:00:00",342,1.651,261.1,34.03
"2018-07-27 19:00:00",343,1.659,258.5,29.7
"2018-07-27 20:00:00",344,1.281,271.7,37.08
"2018-07-27 21:00:00",345,0.972,249.9,24.96
"2018-07-27 22:00:00",346,1.028,246.2,21.24
"2018-07-27 23:00:00",347,0.919,244.1,16.9
"2018-07-28 00:00:00",348,0.344,225.8,26.99
"2018-07-28 01:00:00",349,0.244,173.4,35.65
"2018-07-28 02:00:00",350,0.518,138.1,11.78
"2018-07-28 03:00:00",351,0.34,150,12.14
"2018-07-28 04:00:00",352,0.501,140.1,22.5
"2018-07-28 05:00:00",353,0.726,137.5,11.46
"2018-07-28 06:00:00",354,0.424,142.2,20.4
"2018-07-28 07:00:00",355,0.29,159,31.54
"2018-07-28 08:00:00",356,0.083,157.8,20.11
"2018-07-28 09:00:00",357,0.46,224.9,30.19
"2018-07-28 10:00:00",358,0.863,255,41.3
"2018-07-28 11:00:00",359,0.982,260.7,50.07
"2018-07-28 12:00:00",360,1.289,272.1,42.34
"2018-07-28 13:00:00",361,1.46,268.8,39.73
"2018-07-28 14:00:00",362,1.49,289.9,41.09
"2018-07-28 15:00:00",363,1.247,289.2,48.46
"2018-07-28 16:00:00",364,1.398,292.2,48.67
"2018-07-28 17:00:00",365,1.449,313.4,46.5
"2018-07-28 18:00:00",366,1.222,310.1,42.79
"2018-07-28 19:00:00",367,1.05,304.6,39.08
"2018-07-28 20:00:00",368,0.252,300.3,27.13
"2018-07-28 21:00:00",369,0.101,305.3,38.36
"2018-07-28 22:00:00",370,0.2,132.3,8.52
"2018-07-28 23:00:00",371,0.537,137.3,22.32
"2018-07-29 00:00:00",372,0.701,126.3,26.13
"2018-07-29 01:00:00",373,0.531,148.1,13.45
"2018-07-29 02:00:00",374,0.572,152.2,14.7
"2018-07-29 03:00:00",375,0.301,131.9,12.22
"2018-07-29 04:00:00",376,0.281,127,4.768
"2018-07-29 05:00:00",377,0.437,172,12.52
"2018-07-29 06:00:00",378,0.373,143.5,13.73
"2018-07-29 07:00:00",379,0.211,157.6,11.13
"2018-07-29 08:00:00",380,0.063,218.3,29.64
"2018-07-29 09:00:00",381,0.286,215.6,22.37
"2018-07-29 10:00:00",382,0.46,174.3,58.74
"2018-07-29 11:00:00",383,0.604,81,59.2
"2018-07-29 12:00:00",384,1.095,49.14,49.86
"2018-07-29 13:00:00",385,0.996,299.1,75.7
"2018-07-29 14:00:00",386,0.768,345.4,63.46
"2018-07-29 15:00:00",387,1.169,262.1,52.62
"2018-07-29 16:00:00",388,1.204,279.4,42.4
"2018-07-29 17:00:00",389,0.939,331.8,47.17
"2018-07-29 18:00:00",390,0.919,334.4,46.69
"2018-07-29 19:00:00",391,0.19,1.205,49.04
"2018-07-29 20:00:00",392,0.464,323.5,19.65
"2018-07-29 21:00:00",393,0.295,74.66,55.31
"2018-07-29 22:00:00",394,0.769,116.3,7.455
"2018-07-29 23:00:00",395,0.424,113.8,18.27
"2018-07-30 00:00:00",396,0.711,146.2,12.61
"2018-07-30 01:00:00",397,0.682,146,5.157
"2018-07-30 02:00:00",398,0.061,118.9,21.54
"2018-07-30 03:00:00",399,0.662,141.2,10.52
"2018-07-30 04:00:00",400,0.753,143.1,5.077
"2018-07-30 05:00:00",401,0.692,141.9,5.981
"2018-07-30 06:00:00",402,0.516,145.7,6.354
"2018-07-30 07:00:00",403,0.544,139.9,6.625
"2018-07-30 08:00:00",404,0.409,8.86,50.46
"2018-07-30 09:00:00",405,0.202,19.26,27.97
"2018-07-30 10:00:00",406,0.272,151.7,25.31
"2018-07-30 11:00:00",407,0.467,155.1,50.13
"2018-07-30 12:00:00",408,0.324,139.1,26.79
"2018-07-30 13:00:00",409,0.546,153.4,41.71
"2018-07-30 14:00:00",410,0.989,268.7,35.24
"2018-07-30 15:00:00",411,0.448,173.9,65.21
"2018-07-30 16:00:00",412,0.648,199.1,64.12
"2018-07-30 17:00:00",413,0.705,239.9,74.14
"2018-07-30 18:00:00",414,0.651,37.32,44.86
"2018-07-30 19:00:00",415,0.498,35.03,38.51
"2018-07-30 20:00:00",416,0.61,31.51,22.82
"2018-07-30 21:00:00",417,0.304,164.4,53.58
"2018-07-30 22:00:00",418,0.689,161.3,30.99
"2018-07-30 23:00:00",419,0.895,164,23.9
"2018-07-31 00:00:00",420,0.846,158.9,25.08
"2018-07-31 01:00:00",421,0.646,167.7,30.31
"2018-07-31 02:00:00",422,0.415,155.7,15.58
"2018-07-31 03:00:00",423,0.085,87.8,40.79
"2018-07-31 04:00:00",424,0.312,131.4,2.954
"2018-07-31 05:00:00",425,0.058,133.8,0.043
"2018-07-31 06:00:00",426,0.498,138.3,21.28
