"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","Wind"
"2018-09-04 20:00:00",1280,0.663,137.9,27.37
"2018-09-04 21:00:00",1281,0.228,152.2,43.29
"2018-09-04 22:00:00",1282,0.173,247.5,33.32
"2018-09-04 23:00:00",1283,0.156,178.2,4.535
"2018-09-05 00:00:00",1284,0.102,189.3,10.88
"2018-09-05 01:00:00",1285,0.015,219.1,0.071
"2018-09-05 02:00:00",1286,0.022,218.8,0.011
"2018-09-05 03:00:00",1287,0.09,199.7,23.95
"2018-09-05 04:00:00",1288,0.233,328.5,0.473
"2018-09-05 05:00:00",1289,0.195,327.3,58.33
"2018-09-05 06:00:00",1290,0.027,293.3,15.68
"2018-09-05 07:00:00",1291,0.283,123.5,22.49
"2018-09-05 08:00:00",1292,0.221,137.6,4.627
"2018-09-05 09:00:00",1293,0.164,173.1,18.89
"2018-09-05 10:00:00",1294,0.489,166.9,33.66
"2018-09-05 11:00:00",1295,0.623,162.7,59.08
"2018-09-05 12:00:00",1296,0.658,213.9,76.94
"2018-09-05 13:00:00",1297,0.975,242.4,64.39
"2018-09-05 14:00:00",1298,0.905,244.4,63.66
"2018-09-05 15:00:00",1299,0.91,271.6,68.24
"2018-09-05 16:00:00",1300,0.742,265.7,64.13
"2018-09-05 17:00:00",1301,0.86,253.2,37.94
"2018-09-05 18:00:00",1302,0.75,269.1,26.57
"2018-09-05 19:00:00",1303,0.294,285.9,26.93
"2018-09-05 20:00:00",1304,0.246,242.5,23.52
"2018-09-05 21:00:00",1305,0.555,109.2,48.32
"2018-09-05 22:00:00",1306,0.669,128.6,8.29
"2018-09-05 23:00:00",1307,0.356,136.3,3.106
"2018-09-06 00:00:00",1308,0.209,138,2.835
"2018-09-06 01:00:00",1309,0.097,125,5.663
"2018-09-06 02:00:00",1310,0.32,139.5,0.165
"2018-09-06 03:00:00",1311,0.109,142.6,11.79
"2018-09-06 04:00:00",1312,0.028,280,10.4
"2018-09-06 05:00:00",1313,0.122,272.8,0.139
"2018-09-06 06:00:00",1314,0.322,113.3,22.26
"2018-09-06 07:00:00",1315,0.063,119.3,0.15
"2018-09-06 08:00:00",1316,0.226,125.5,13.7
"2018-09-06 09:00:00",1317,0.347,152.6,25
"2018-09-06 10:00:00",1318,0.849,218.2,69.46
"2018-09-06 11:00:00",1319,0.903,276.8,49.3
"2018-09-06 12:00:00",1320,0.663,116.7,67.33
"2018-09-06 13:00:00",1321,0.881,270.9,64.78
"2018-09-06 14:00:00",1322,0.871,277.8,72.02
"2018-09-06 15:00:00",1323,0.711,290.2,55.09
"2018-09-06 16:00:00",1324,1.024,26.9,62.82
"2018-09-06 17:00:00",1325,0.413,75.81,65.93
"2018-09-06 18:00:00",1326,0.65,345.5,45.86
"2018-09-06 19:00:00",1327,0.534,134.3,47.94
"2018-09-06 20:00:00",1328,0.251,273.7,62.12
"2018-09-06 21:00:00",1329,0.129,136.7,10.29
"2018-09-06 22:00:00",1330,0.263,283,45.9
"2018-09-06 23:00:00",1331,0.36,354.8,46.32
"2018-09-07 00:00:00",1332,0.229,20.86,54.6
"2018-09-07 01:00:00",1333,0.437,37.68,54.33
"2018-09-07 02:00:00",1334,0.576,2.596,55.4
"2018-09-07 03:00:00",1335,0.213,84.6,25.58
"2018-09-07 04:00:00",1336,0.205,5.883,30.78
"2018-09-07 05:00:00",1337,0.196,7.425,24.51
"2018-09-07 06:00:00",1338,0.37,42.3,31.66
"2018-09-07 07:00:00",1339,0.379,50.68,20.37
"2018-09-07 08:00:00",1340,0.267,46.7,33.31
"2018-09-07 09:00:00",1341,0.263,9.53,35.65
"2018-09-07 10:00:00",1342,0.225,7.654,41.9
"2018-09-07 11:00:00",1343,0.348,236.9,78.95
"2018-09-07 12:00:00",1344,0.731,351.3,42.07
"2018-09-07 13:00:00",1345,0.665,342.7,70.25
"2018-09-07 14:00:00",1346,0.979,314.2,46.07
"2018-09-07 15:00:00",1347,0.896,345.3,56.8
"2018-09-07 16:00:00",1348,1.045,355.8,57.51
"2018-09-07 17:00:00",1349,0.707,30.76,58.37
"2018-09-07 18:00:00",1350,0.773,334.7,54.77
"2018-09-07 19:00:00",1351,0.623,46,76.14
"2018-09-07 20:00:00",1352,0.39,49.8,44.39
"2018-09-07 21:00:00",1353,0.137,62.99,44.59
"2018-09-07 22:00:00",1354,0.136,172.8,24.74
"2018-09-07 23:00:00",1355,0.37,359.7,40.84
"2018-09-08 00:00:00",1356,0.079,82.6,28.76
"2018-09-08 01:00:00",1357,0.192,114.4,50.66
"2018-09-08 02:00:00",1358,0.205,0.738,27.34
"2018-09-08 03:00:00",1359,0.496,24.63,20.87
"2018-09-08 04:00:00",1360,0.687,39.96,22.1
"2018-09-08 05:00:00",1361,0.696,14.36,19.88
"2018-09-08 06:00:00",1362,0.411,18.49,13.97
"2018-09-08 07:00:00",1363,0.418,34.62,27.53
"2018-09-08 08:00:00",1364,0.453,10.58,40.02
"2018-09-08 09:00:00",1365,1.528,29.79,53.03
"2018-09-08 10:00:00",1366,2.136,54.55,30.34
"2018-09-08 11:00:00",1367,1.826,48.47,29.19
"2018-09-08 12:00:00",1368,1.682,39.33,39.69
"2018-09-08 13:00:00",1369,1.797,38.75,41.25
"2018-09-08 14:00:00",1370,1.521,41.2,45.28
"2018-09-08 15:00:00",1371,0.954,47.34,52.47
"2018-09-08 16:00:00",1372,1.147,47.86,58.13
"2018-09-08 17:00:00",1373,1.379,44.94,44.75
"2018-09-08 18:00:00",1374,1.184,41.34,58.48
"2018-09-08 19:00:00",1375,1.306,45.56,43.7
"2018-09-08 20:00:00",1376,1.1,34.49,33.12
"2018-09-08 21:00:00",1377,1.639,35.66,40.51
"2018-09-08 22:00:00",1378,1.121,25.95,46.26
"2018-09-08 23:00:00",1379,1.507,32.5,36.44
"2018-09-09 00:00:00",1380,1.131,34.41,32.18
"2018-09-09 01:00:00",1381,1.47,37.64,33.48
"2018-09-09 02:00:00",1382,0.9,52.66,50.99
"2018-09-09 03:00:00",1383,1.034,76.59,59.25
"2018-09-09 04:00:00",1384,1.324,37.8,48.71
"2018-09-09 05:00:00",1385,1.213,33.69,50.02
"2018-09-09 06:00:00",1386,1.136,77.66,59.19
"2018-09-09 07:00:00",1387,1.236,54.67,75.93
"2018-09-09 08:00:00",1388,1.514,116.3,66.42
"2018-09-09 09:00:00",1389,2.115,125.4,51.04
"2018-09-09 10:00:00",1390,2.03,147.1,36.97
"2018-09-09 11:00:00",1391,2.632,141.6,32.57
"2018-09-09 12:00:00",1392,2.878,142.8,27.85
"2018-09-09 13:00:00",1393,3.113,141.2,25.07
"2018-09-09 14:00:00",1394,2.904,141.5,23.94
"2018-09-09 15:00:00",1395,2.136,146.6,26.51
"2018-09-09 16:00:00",1396,2.262,142.4,31.04
"2018-09-09 17:00:00",1397,1.934,155.8,36.28
"2018-09-09 18:00:00",1398,1.919,154.3,33.18
"2018-09-09 19:00:00",1399,2.142,157.9,35.11
"2018-09-09 20:00:00",1400,2.316,157.2,31.16
"2018-09-09 21:00:00",1401,2.025,155.9,30.64
"2018-09-09 22:00:00",1402,2.493,147.7,32.25
"2018-09-09 23:00:00",1403,2.49,152.6,29.08
"2018-09-10 00:00:00",1404,2.245,152.1,28.39
"2018-09-10 01:00:00",1405,2.461,151,26.6
"2018-09-10 02:00:00",1406,2.229,154.1,31.11
"2018-09-10 03:00:00",1407,1.761,166.2,39.99
"2018-09-10 04:00:00",1408,1.917,162.3,33.79
"2018-09-10 05:00:00",1409,2.176,159,29.28
"2018-09-10 06:00:00",1410,2.415,154.5,26.15
"2018-09-10 07:00:00",1411,2.118,149.4,23.56
"2018-09-10 08:00:00",1412,2.378,150.1,19.27
"2018-09-10 09:00:00",1413,2.544,148.6,17.75
"2018-09-10 10:00:00",1414,2.41,150,18.43
"2018-09-10 11:00:00",1415,1.873,168.8,63.75
"2018-09-10 12:00:00",1416,0.401,336.5,42.79
"2018-09-10 13:00:00",1417,0.881,310.2,25.61
"2018-09-10 14:00:00",1418,0.694,293.3,31.28
"2018-09-10 15:00:00",1419,0.185,247.5,53.1
"2018-09-10 16:00:00",1420,0.311,151.3,48.54
"2018-09-10 17:00:00",1421,0.274,150.4,27.27
"2018-09-10 18:00:00",1422,0.125,149.5,32.08
"2018-09-10 19:00:00",1423,0.675,266.1,35.62
"2018-09-10 20:00:00",1424,1.126,263.6,28.58
"2018-09-10 21:00:00",1425,1.085,284.4,33.66
"2018-09-10 22:00:00",1426,0.865,267.1,35.82
"2018-09-10 23:00:00",1427,0.24,129.7,41.17
"2018-09-11 00:00:00",1428,0.543,279.8,33
"2018-09-11 01:00:00",1429,0.714,308,34.58
"2018-09-11 02:00:00",1430,0.813,316.4,33.43
"2018-09-11 03:00:00",1431,0.242,324.3,30.63
"2018-09-11 04:00:00",1432,0.177,307.7,20.47
"2018-09-11 05:00:00",1433,0.097,323.6,19.07
"2018-09-11 06:00:00",1434,0.002,336,0.001
"2018-09-11 07:00:00",1435,0.045,322.3,8.33
"2018-09-11 08:00:00",1436,0.281,272.8,23.28
"2018-09-11 09:00:00",1437,0.15,302.1,23.86
"2018-09-11 10:00:00",1438,0.275,112.6,64.17
"2018-09-11 11:00:00",1439,0.326,58.96,61.11
"2018-09-11 12:00:00",1440,0.381,225.8,48.33
"2018-09-11 13:00:00",1441,0.468,292.7,43.62
"2018-09-11 14:00:00",1442,0.435,342.9,48.86
"2018-09-11 15:00:00",1443,0.334,342.3,43.72
"2018-09-11 16:00:00",1444,0.554,344.1,59.07
"2018-09-11 17:00:00",1445,0.46,27.07,44.62
"2018-09-11 18:00:00",1446,0.347,0.712,45.29
"2018-09-11 19:00:00",1447,0.325,19.08,38.31
"2018-09-11 20:00:00",1448,0.11,304.8,23.57
"2018-09-11 21:00:00",1449,0.339,56.55,18.96
"2018-09-11 22:00:00",1450,0.283,41.19,27.91
"2018-09-11 23:00:00",1451,0.081,358.6,12.51
"2018-09-12 00:00:00",1452,0.201,356.9,27.78
"2018-09-12 01:00:00",1453,0.334,26.98,18.34
"2018-09-12 02:00:00",1454,0.702,7.865,26.82
"2018-09-12 03:00:00",1455,0.622,24.55,23.63
"2018-09-12 04:00:00",1456,0.287,39.97,17.58
"2018-09-12 05:00:00",1457,0.309,29.88,33.79
"2018-09-12 06:00:00",1458,0.469,21.36,38.5
"2018-09-12 07:00:00",1459,0.545,353,31
"2018-09-12 08:00:00",1460,0.801,328.5,17.16
"2018-09-12 09:00:00",1461,0.456,70.12,47.61
"2018-09-12 10:00:00",1462,0.552,352.1,49.54
"2018-09-12 11:00:00",1463,0.453,0.243,53.64
"2018-09-12 12:00:00",1464,0.409,62.25,54.62
"2018-09-12 13:00:00",1465,0.355,324.9,59.59
"2018-09-12 14:00:00",1466,0.672,33.94,57.51
"2018-09-12 15:00:00",1467,0.872,50.85,35.89
"2018-09-12 16:00:00",1468,0.757,26.76,44.78
"2018-09-12 17:00:00",1469,0.768,336.7,46.38
"2018-09-12 18:00:00",1470,0.541,321,39.31
"2018-09-12 19:00:00",1471,0.582,19.4,52.49
"2018-09-12 20:00:00",1472,0.183,66.93,47.43
"2018-09-12 21:00:00",1473,0.158,70.93,44.04
"2018-09-12 22:00:00",1474,0.261,348.9,14.7
"2018-09-12 23:00:00",1475,0.28,354.4,35.14
"2018-09-13 00:00:00",1476,0.272,15.12,37.72
"2018-09-13 01:00:00",1477,0.136,326.7,36.14
"2018-09-13 02:00:00",1478,0.133,167.5,28.69
"2018-09-13 03:00:00",1479,0.316,161,30.27
"2018-09-13 04:00:00",1480,0.216,158.2,27.19
"2018-09-13 05:00:00",1481,0.291,31,42.76
"2018-09-13 06:00:00",1482,0.238,325,36.64
"2018-09-13 07:00:00",1483,0.094,323.6,29.03
"2018-09-13 08:00:00",1484,0.093,10.22,27.15
"2018-09-13 09:00:00",1485,0.411,150.7,40.66
"2018-09-13 10:00:00",1486,0.468,160.4,35.2
"2018-09-13 11:00:00",1487,0.499,153.9,40.74
"2018-09-13 12:00:00",1488,0.618,127.9,55.67
"2018-09-13 13:00:00",1489,0.744,102.1,56.35
"2018-09-13 14:00:00",1490,0.591,69.88,86.6
"2018-09-13 15:00:00",1491,0.723,106.4,77.3
"2018-09-13 16:00:00",1492,0.711,150.4,52.72
"2018-09-13 17:00:00",1493,0.464,81.4,69.25
"2018-09-13 18:00:00",1494,0.195,52.66,41.6
"2018-09-13 19:00:00",1495,0.424,173.8,34.28
"2018-09-13 20:00:00",1496,0.615,179.3,26.16
"2018-09-13 21:00:00",1497,1.051,155.4,21.57
"2018-09-13 22:00:00",1498,0.83,151.6,39.64
"2018-09-13 23:00:00",1499,0.816,156.5,45.73
"2018-09-14 00:00:00",1500,0.951,142.7,50.89
"2018-09-14 01:00:00",1501,0.804,155.6,48.89
"2018-09-14 02:00:00",1502,0.769,165.6,69.28
"2018-09-14 03:00:00",1503,0.739,11.1,68.41
"2018-09-14 04:00:00",1504,0.481,339.2,66.11
"2018-09-14 05:00:00",1505,0.585,7.908,47.62
"2018-09-14 06:00:00",1506,0.234,85.1,57.47
"2018-09-14 07:00:00",1507,0.508,21.02,30.17
"2018-09-14 08:00:00",1508,0.35,12.97,45.76
"2018-09-14 09:00:00",1509,0.534,349.6,25.93
"2018-09-14 10:00:00",1510,0.68,33.33,44.03
"2018-09-14 11:00:00",1511,0.688,136.9,55.48
"2018-09-14 12:00:00",1512,0.891,146.3,60.35
"2018-09-14 13:00:00",1513,0.849,147.2,58.93
"2018-09-14 14:00:00",1514,0.853,135.8,42.76
"2018-09-14 15:00:00",1515,1.005,150,43.59
"2018-09-14 16:00:00",1516,0.815,155.1,41.07
"2018-09-14 17:00:00",1517,0.721,152.4,44.04
"2018-09-14 18:00:00",1518,0.803,140.2,57.83
"2018-09-14 19:00:00",1519,0.573,30.53,52.61
"2018-09-14 20:00:00",1520,0.51,164.5,65.63
"2018-09-14 21:00:00",1521,0.423,180.9,26.39
"2018-09-14 22:00:00",1522,0.269,2.348,36.88
"2018-09-14 23:00:00",1523,0.577,3.601,38.17
"2018-09-15 00:00:00",1524,0.653,10.31,45
"2018-09-15 01:00:00",1525,0.739,6.665,61.11
"2018-09-15 02:00:00",1526,0.549,134,73.1
"2018-09-15 03:00:00",1527,0.703,330.1,74.08
"2018-09-15 04:00:00",1528,0.607,7.253,60.43
"2018-09-15 05:00:00",1529,0.892,3.948,66.53
"2018-09-15 06:00:00",1530,0.897,11.86,66.27
"2018-09-15 07:00:00",1531,0.785,20.1,58.27
"2018-09-15 08:00:00",1532,0.786,13.87,51.58
"2018-09-15 09:00:00",1533,0.814,72.79,88.7
"2018-09-15 10:00:00",1534,0.638,67.37,71.65
"2018-09-15 11:00:00",1535,0.779,147.7,55.79
"2018-09-15 12:00:00",1536,0.992,131.6,61.15
"2018-09-15 13:00:00",1537,0.966,135.4,61.84
"2018-09-15 14:00:00",1538,0.668,74.57,67.27
"2018-09-15 15:00:00",1539,0.691,80,65.03
"2018-09-15 16:00:00",1540,0.585,118.8,60.94
"2018-09-15 17:00:00",1541,0.717,117.7,64.12
"2018-09-15 18:00:00",1542,0.738,66.12,71.7
"2018-09-15 19:00:00",1543,0.663,25.74,47.86
"2018-09-15 20:00:00",1544,0.378,10.81,42.44
"2018-09-15 21:00:00",1545,0.292,26.24,62.39
"2018-09-15 22:00:00",1546,0.505,353.5,56.27
"2018-09-15 23:00:00",1547,0.443,3.616,54.12
"2018-09-16 00:00:00",1548,0.488,22.54,64.42
"2018-09-16 01:00:00",1549,0.504,165.4,36.55
"2018-09-16 02:00:00",1550,0.533,333.9,66.49
"2018-09-16 03:00:00",1551,0.618,172,81.5
"2018-09-16 04:00:00",1552,0.644,1.661,36.06
"2018-09-16 05:00:00",1553,1.268,23.98,23.6
"2018-09-16 06:00:00",1554,1.004,27.69,27.23
"2018-09-16 07:00:00",1555,1.2,25.05,25.03
"2018-09-16 08:00:00",1556,1.428,28.84,29.8
"2018-09-16 09:00:00",1557,0.974,38.71,39.85
"2018-09-16 10:00:00",1558,0.73,82.2,62.85
"2018-09-16 11:00:00",1559,0.982,121.3,60.41
"2018-09-16 12:00:00",1560,1.117,138.6,53.29
"2018-09-16 13:00:00",1561,1.361,149.2,45.44
"2018-09-16 14:00:00",1562,1.135,139.3,50.75
"2018-09-16 15:00:00",1563,0.944,93.9,63.28
"2018-09-16 16:00:00",1564,0.992,131.4,53.71
"2018-09-16 17:00:00",1565,0.926,159,44.54
"2018-09-16 18:00:00",1566,0.925,111.3,63.12
"2018-09-16 19:00:00",1567,0.659,106,59.84
"2018-09-16 20:00:00",1568,0.422,18.85,35.92
"2018-09-16 21:00:00",1569,0.48,39.73,49.47
"2018-09-16 22:00:00",1570,0.573,44.63,60.59
"2018-09-16 23:00:00",1571,0.824,136.4,51.44
"2018-09-17 00:00:00",1572,0.95,134.9,50.13
"2018-09-17 01:00:00",1573,0.928,140.3,52.92
"2018-09-17 02:00:00",1574,0.788,143.6,48.02
"2018-09-17 03:00:00",1575,0.77,132.9,58.65
"2018-09-17 04:00:00",1576,0.558,108.3,66.9
"2018-09-17 05:00:00",1577,0.607,152.1,52.39
"2018-09-17 06:00:00",1578,0.582,112.1,63.24
"2018-09-17 07:00:00",1579,0.659,34.12,46.49
"2018-09-17 08:00:00",1580,0.703,34.14,54.35
"2018-09-17 09:00:00",1581,0.754,61.98,62.58
"2018-09-17 10:00:00",1582,1.247,28.4,41.21
"2018-09-17 11:00:00",1583,1.244,29.83,34.26
"2018-09-17 12:00:00",1584,0.681,81.3,52.79
"2018-09-17 13:00:00",1585,0.69,79.1,51.93
"2018-09-17 14:00:00",1586,0.73,144.3,56.54
"2018-09-17 15:00:00",1587,0.626,145.3,34.35
"2018-09-17 16:00:00",1588,1.392,204.9,62.6
"2018-09-17 17:00:00",1589,0.448,152.1,44.58
"2018-09-17 18:00:00",1590,0.328,139.7,63.16
"2018-09-17 19:00:00",1591,0.705,271.8,41.49
"2018-09-17 20:00:00",1592,0.512,258.4,11.98
"2018-09-17 21:00:00",1593,0.187,266.9,12.5
"2018-09-17 22:00:00",1594,0.02,113.9,3.679
"2018-09-17 23:00:00",1595,0.446,300.3,54.17
"2018-09-18 00:00:00",1596,0.354,288.7,34.82
"2018-09-18 01:00:00",1597,0.103,307.1,23.61
"2018-09-18 02:00:00",1598,0.013,14.14,17.33
"2018-09-18 03:00:00",1599,0.01,96.7,0.041
"2018-09-18 04:00:00",1600,0.629,287.2,45.66
"2018-09-18 05:00:00",1601,1.204,319,52.27
"2018-09-18 06:00:00",1602,0.929,312.7,57.86
"2018-09-18 07:00:00",1603,0.952,315,55.2
"2018-09-18 08:00:00",1604,0.66,320,47.66
"2018-09-18 09:00:00",1605,0.712,300.2,29.94
"2018-09-18 10:00:00",1606,0.86,306.8,30.02
"2018-09-18 11:00:00",1607,0.773,316.6,44.28
"2018-09-18 12:00:00",1608,0.752,305.9,43.78
"2018-09-18 13:00:00",1609,1.057,314.4,61.55
"2018-09-18 14:00:00",1610,1.141,316.3,46.17
"2018-09-18 15:00:00",1611,1.098,307.4,42.01
"2018-09-18 16:00:00",1612,1.012,324.5,51.69
"2018-09-18 17:00:00",1613,0.734,326.4,46.04
"2018-09-18 18:00:00",1614,0.47,310.1,35.92
"2018-09-18 19:00:00",1615,0.439,243.7,28.77
"2018-09-18 20:00:00",1616,0.187,179.4,23.75
"2018-09-18 21:00:00",1617,0.343,135.8,16.96
"2018-09-18 22:00:00",1618,0.47,128.3,6.881
"2018-09-18 23:00:00",1619,0.085,133.6,9.35
"2018-09-19 00:00:00",1620,0.183,114.2,18.61
"2018-09-19 01:00:00",1621,0.231,114.7,9.99
"2018-09-19 02:00:00",1622,0.309,132.4,20.26
"2018-09-19 03:00:00",1623,0.131,126.6,7.289
"2018-09-19 04:00:00",1624,0.323,133.1,2.012
"2018-09-19 05:00:00",1625,0.247,135.8,0.407
"2018-09-19 06:00:00",1626,0.346,129.7,8.19
"2018-09-19 07:00:00",1627,0.279,105.4,29.71
"2018-09-19 08:00:00",1628,0.127,330.3,39.91
"2018-09-19 09:00:00",1629,0.321,66.29,70.82
"2018-09-19 10:00:00",1630,0.237,207,30.78
"2018-09-19 11:00:00",1631,0.814,251.8,46.5
"2018-09-19 12:00:00",1632,0.745,348,55.88
"2018-09-19 13:00:00",1633,0.839,353.2,56.15
"2018-09-19 14:00:00",1634,0.843,6.847,68.12
"2018-09-19 15:00:00",1635,1.084,34.65,47.85
"2018-09-19 16:00:00",1636,0.901,30.89,52.64
"2018-09-19 17:00:00",1637,0.74,28.06,49.43
"2018-09-19 18:00:00",1638,0.757,45.73,35.91
"2018-09-19 19:00:00",1639,0.275,357.1,45.16
"2018-09-19 20:00:00",1640,0.111,86.6,13.25
"2018-09-19 21:00:00",1641,0.586,122.4,15.43
"2018-09-19 22:00:00",1642,0.641,134.1,25.01
"2018-09-19 23:00:00",1643,0.374,139.1,18.01
"2018-09-20 00:00:00",1644,0.601,128.6,8.04
"2018-09-20 01:00:00",1645,0.566,121.9,7.808
"2018-09-20 02:00:00",1646,0.212,71.35,57.26
"2018-09-20 03:00:00",1647,0.261,111.5,33.02
"2018-09-20 04:00:00",1648,0.187,342.5,5.95
"2018-09-20 05:00:00",1649,0.003,347.2,0.008
"2018-09-20 06:00:00",1650,0.086,210.8,42.37
"2018-09-20 07:00:00",1651,0.016,166,0.019
"2018-09-20 08:00:00",1652,0.326,139.3,6.839
"2018-09-20 09:00:00",1653,0.073,167.7,12.25
"2018-09-20 10:00:00",1654,0.298,173.3,30.25
"2018-09-20 11:00:00",1655,0.508,195.1,47.29
"2018-09-20 12:00:00",1656,0.81,270.7,58.31
"2018-09-20 13:00:00",1657,0.999,253.5,58.57
"2018-09-20 14:00:00",1658,1.169,266.6,45.71
"2018-09-20 15:00:00",1659,0.641,232.3,77.01
"2018-09-20 16:00:00",1660,0.443,152.5,60.94
"2018-09-20 17:00:00",1661,0.413,148.6,52.49
"2018-09-20 18:00:00",1662,0.22,132.9,21.44
"2018-09-20 19:00:00",1663,0.547,136.7,6.021
"2018-09-20 20:00:00",1664,0.947,134.3,4.198
"2018-09-20 21:00:00",1665,0.822,131.7,11.51
"2018-09-20 22:00:00",1666,0.931,129.1,13.04
"2018-09-20 23:00:00",1667,1.111,146.5,9.77
"2018-09-21 00:00:00",1668,1.254,150.8,8.17
"2018-09-21 01:00:00",1669,1.276,148.3,10.98
"2018-09-21 02:00:00",1670,0.943,131.1,20.96
"2018-09-21 03:00:00",1671,0.706,141,28.36
"2018-09-21 04:00:00",1672,0.77,136.7,18.39
"2018-09-21 05:00:00",1673,0.76,138.2,25.44
"2018-09-21 06:00:00",1674,0.65,132.5,26.12
"2018-09-21 07:00:00",1675,0.674,134.9,28.54
"2018-09-21 08:00:00",1676,0.626,130.9,22.29
"2018-09-21 09:00:00",1677,0.639,138.4,30.63
"2018-09-21 10:00:00",1678,0.959,173.3,63.61
"2018-09-21 11:00:00",1679,1.13,214.8,68.27
"2018-09-21 12:00:00",1680,1.457,247.5,56.29
"2018-09-21 13:00:00",1681,1.547,243.6,57.51
"2018-09-21 14:00:00",1682,1.358,243.1,63.96
"2018-09-21 15:00:00",1683,1.186,218.3,72.84
"2018-09-21 16:00:00",1684,1.232,254.1,56.34
"2018-09-21 17:00:00",1685,1.253,252.6,57.68
"2018-09-21 18:00:00",1686,0.884,250.4,63.57
"2018-09-21 19:00:00",1687,0.629,149.8,65.2
"2018-09-21 20:00:00",1688,0.58,286.6,69.4
"2018-09-21 21:00:00",1689,0.886,273,36.05
"2018-09-21 22:00:00",1690,0.96,272.6,31.44
"2018-09-21 23:00:00",1691,1.458,262.8,34.8
"2018-09-22 00:00:00",1692,1.076,255.5,36.21
"2018-09-22 01:00:00",1693,0.478,325.5,34.78
"2018-09-22 02:00:00",1694,0.56,331.2,39.91
"2018-09-22 03:00:00",1695,0.185,309.9,11.55
"2018-09-22 04:00:00",1696,0.664,323.1,43.19
"2018-09-22 05:00:00",1697,0.842,351.9,59.45
"2018-09-22 06:00:00",1698,1.025,28.38,56.52
"2018-09-22 07:00:00",1699,0.492,45.4,45.14
"2018-09-22 08:00:00",1700,0.702,47.68,26.56
