"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","soil_moi"
"2018-07-31 08:00:00",428,12.86,"NAN"
"2018-07-31 09:00:00",429,13.35,"NAN"
"2018-07-31 10:00:00",430,14.34,"NAN"
"2018-07-31 11:00:00",431,14.29,"NAN"
"2018-07-31 12:00:00",432,14.25,"NAN"
"2018-07-31 13:00:00",433,14.21,"NAN"
"2018-07-31 14:00:00",434,14.18,"NAN"
"2018-07-31 15:00:00",435,14.18,"NAN"
"2018-07-31 16:00:00",436,13.08,"NAN"
"2018-07-31 17:00:00",437,14.45,"NAN"
"2018-07-31 18:00:00",438,12.98,"NAN"
"2018-07-31 19:00:00",439,12.93,"NAN"
"2018-07-31 20:00:00",440,12.93,"NAN"
"2018-07-31 21:00:00",441,12.9,"NAN"
"2018-07-31 22:00:00",442,12.87,"NAN"
"2018-07-31 23:00:00",443,12.85,"NAN"
"2018-08-01 00:00:00",444,12.85,"NAN"
"2018-08-01 01:00:00",445,12.84,"NAN"
"2018-08-01 02:00:00",446,12.81,"NAN"
"2018-08-01 03:00:00",447,12.81,"NAN"
"2018-08-01 04:00:00",448,12.81,"NAN"
"2018-08-01 05:00:00",449,12.78,"NAN"
"2018-08-01 06:00:00",450,12.77,"NAN"
"2018-08-01 07:00:00",451,12.77,"NAN"
"2018-08-01 08:00:00",452,12.78,"NAN"
"2018-08-01 09:00:00",453,12.86,"NAN"
"2018-08-01 10:00:00",454,13.02,"NAN"
"2018-08-01 11:00:00",455,14.42,"NAN"
"2018-08-01 12:00:00",456,14.42,"NAN"
"2018-08-01 13:00:00",457,14.37,"NAN"
"2018-08-01 14:00:00",458,14.34,"NAN"
"2018-08-01 15:00:00",459,14.35,"NAN"
"2018-08-01 16:00:00",460,14.36,"NAN"
"2018-08-01 17:00:00",461,14.34,"NAN"
"2018-08-01 18:00:00",462,14.38,"NAN"
"2018-08-01 19:00:00",463,14.41,"NAN"
"2018-08-01 20:00:00",464,14.19,"NAN"
"2018-08-01 21:00:00",465,12.93,"NAN"
"2018-08-01 22:00:00",466,12.89,"NAN"
"2018-08-01 23:00:00",467,12.86,"NAN"
"2018-08-02 00:00:00",468,12.85,"NAN"
"2018-08-02 01:00:00",469,12.85,"NAN"
"2018-08-02 02:00:00",470,12.83,"NAN"
"2018-08-02 03:00:00",471,12.81,"NAN"
"2018-08-02 04:00:00",472,12.81,"NAN"
"2018-08-02 05:00:00",473,12.81,"NAN"
"2018-08-02 06:00:00",474,12.78,"NAN"
"2018-08-02 07:00:00",475,12.77,"NAN"
"2018-08-02 08:00:00",476,12.82,"NAN"
"2018-08-02 09:00:00",477,13.06,"NAN"
"2018-08-02 10:00:00",478,14.46,"NAN"
"2018-08-02 11:00:00",479,14.41,"NAN"
"2018-08-02 12:00:00",480,14.38,"NAN"
"2018-08-02 13:00:00",481,14.37,"NAN"
"2018-08-02 14:00:00",482,14.37,"NAN"
"2018-08-02 15:00:00",483,14.34,"NAN"
"2018-08-02 16:00:00",484,14.34,"NAN"
"2018-08-02 17:00:00",485,14.34,"NAN"
"2018-08-02 18:00:00",486,14.34,"NAN"
"2018-08-02 19:00:00",487,14.34,"NAN"
"2018-08-02 20:00:00",488,14.07,"NAN"
"2018-08-02 21:00:00",489,12.93,"NAN"
"2018-08-02 22:00:00",490,12.89,"NAN"
"2018-08-02 23:00:00",491,12.88,"NAN"
"2018-08-03 00:00:00",492,12.85,"NAN"
"2018-08-03 01:00:00",493,12.85,"NAN"
"2018-08-03 02:00:00",494,12.84,"NAN"
"2018-08-03 03:00:00",495,12.82,"NAN"
"2018-08-03 04:00:00",496,12.8,"NAN"
"2018-08-03 05:00:00",497,12.81,"NAN"
"2018-08-03 06:00:00",498,12.79,"NAN"
"2018-08-03 07:00:00",499,12.79,"NAN"
"2018-08-03 08:00:00",500,12.81,"NAN"
"2018-08-03 09:00:00",501,13.13,"NAN"
"2018-08-03 10:00:00",502,14.43,"NAN"
"2018-08-03 11:00:00",503,14.36,"NAN"
"2018-08-03 12:00:00",504,14.28,"NAN"
"2018-08-03 13:00:00",505,14.29,"NAN"
"2018-08-03 14:00:00",506,14.31,"NAN"
"2018-08-03 15:00:00",507,14.33,"NAN"
"2018-08-03 16:00:00",508,14.37,"NAN"
"2018-08-03 17:00:00",509,14.41,"NAN"
"2018-08-03 18:00:00",510,14.41,"NAN"
"2018-08-03 19:00:00",511,14.34,"NAN"
"2018-08-03 20:00:00",512,14.08,"NAN"
"2018-08-03 21:00:00",513,12.93,"NAN"
"2018-08-03 22:00:00",514,12.89,"NAN"
"2018-08-03 23:00:00",515,12.87,"NAN"
"2018-08-04 00:00:00",516,12.85,"NAN"
"2018-08-04 01:00:00",517,12.85,"NAN"
"2018-08-04 02:00:00",518,12.85,"NAN"
"2018-08-04 03:00:00",519,12.82,"NAN"
"2018-08-04 04:00:00",520,12.81,"NAN"
"2018-08-04 05:00:00",521,12.81,"NAN"
"2018-08-04 06:00:00",522,12.8,"NAN"
"2018-08-04 07:00:00",523,12.76,"NAN"
"2018-08-04 08:00:00",524,12.86,"NAN"
"2018-08-04 09:00:00",525,14.41,"NAN"
"2018-08-04 10:00:00",526,14.31,"NAN"
"2018-08-04 11:00:00",527,14.26,"NAN"
"2018-08-04 12:00:00",528,14.26,"NAN"
"2018-08-04 13:00:00",529,14.27,"NAN"
"2018-08-04 14:00:00",530,14.27,"NAN"
"2018-08-04 15:00:00",531,14.15,"NAN"
"2018-08-04 16:00:00",532,14.04,"NAN"
"2018-08-04 17:00:00",533,13.3,"NAN"
"2018-08-04 18:00:00",534,13.94,"NAN"
"2018-08-04 19:00:00",535,14.15,"NAN"
"2018-08-04 20:00:00",536,14.23,"NAN"
"2018-08-04 21:00:00",537,12.93,"NAN"
"2018-08-04 22:00:00",538,12.89,"NAN"
"2018-08-04 23:00:00",539,12.88,"NAN"
"2018-08-05 00:00:00",540,12.85,"NAN"
"2018-08-05 01:00:00",541,12.85,"NAN"
"2018-08-05 02:00:00",542,12.85,"NAN"
"2018-08-05 03:00:00",543,12.82,"NAN"
"2018-08-05 04:00:00",544,12.81,"NAN"
"2018-08-05 05:00:00",545,12.81,"NAN"
"2018-08-05 06:00:00",546,12.79,"NAN"
"2018-08-05 07:00:00",547,12.78,"NAN"
"2018-08-05 08:00:00",548,12.98,"NAN"
"2018-08-05 09:00:00",549,14.3,"NAN"
"2018-08-05 10:00:00",550,14.3,"NAN"
"2018-08-05 11:00:00",551,14.26,"NAN"
"2018-08-05 12:00:00",552,14.26,"NAN"
"2018-08-05 13:00:00",553,14.17,"NAN"
"2018-08-05 14:00:00",554,14.14,"NAN"
"2018-08-05 15:00:00",555,14.13,"NAN"
"2018-08-05 16:00:00",556,14.04,"NAN"
"2018-08-05 17:00:00",557,13.9,"NAN"
"2018-08-05 18:00:00",558,13.88,"NAN"
"2018-08-05 19:00:00",559,13.99,"NAN"
"2018-08-05 20:00:00",560,14.03,"NAN"
"2018-08-05 21:00:00",561,12.93,"NAN"
"2018-08-05 22:00:00",562,12.89,"NAN"
"2018-08-05 23:00:00",563,12.86,"NAN"
"2018-08-06 00:00:00",564,12.85,"NAN"
"2018-08-06 01:00:00",565,12.85,"NAN"
"2018-08-06 02:00:00",566,12.83,"NAN"
"2018-08-06 03:00:00",567,12.82,"NAN"
"2018-08-06 04:00:00",568,12.81,"NAN"
"2018-08-06 05:00:00",569,12.81,"NAN"
"2018-08-06 06:00:00",570,12.79,"NAN"
"2018-08-06 07:00:00",571,12.77,"NAN"
"2018-08-06 08:00:00",572,12.93,"NAN"
"2018-08-06 09:00:00",573,13.31,"NAN"
"2018-08-06 10:00:00",574,14.26,"NAN"
"2018-08-06 11:00:00",575,14.17,"NAN"
"2018-08-06 12:00:00",576,14.17,"NAN"
"2018-08-06 13:00:00",577,14.18,"NAN"
"2018-08-06 14:00:00",578,14.17,"NAN"
"2018-08-06 15:00:00",579,14.14,"NAN"
"2018-08-06 16:00:00",580,14,"NAN"
"2018-08-06 17:00:00",581,13.94,"NAN"
"2018-08-06 18:00:00",582,13.93,"NAN"
"2018-08-06 19:00:00",583,14.06,"NAN"
"2018-08-06 20:00:00",584,13.76,"NAN"
"2018-08-06 21:00:00",585,12.91,"NAN"
"2018-08-06 22:00:00",586,12.88,"NAN"
"2018-08-06 23:00:00",587,12.86,"NAN"
"2018-08-07 00:00:00",588,12.85,"NAN"
"2018-08-07 01:00:00",589,12.85,"NAN"
"2018-08-07 02:00:00",590,12.82,"NAN"
"2018-08-07 03:00:00",591,12.81,"NAN"
"2018-08-07 04:00:00",592,12.81,"NAN"
"2018-08-07 05:00:00",593,12.8,"NAN"
"2018-08-07 06:00:00",594,12.78,"NAN"
"2018-08-07 07:00:00",595,12.77,"NAN"
"2018-08-07 08:00:00",596,12.81,"NAN"
"2018-08-07 09:00:00",597,13.37,"NAN"
"2018-08-07 10:00:00",598,14.3,"NAN"
"2018-08-07 11:00:00",599,14.25,"NAN"
"2018-08-07 12:00:00",600,14.22,"NAN"
"2018-08-07 13:00:00",601,14.17,"NAN"
"2018-08-07 14:00:00",602,14.17,"NAN"
"2018-08-07 15:00:00",603,14.35,"NAN"
"2018-08-07 16:00:00",604,14.26,"NAN"
"2018-08-07 17:00:00",605,14.19,"NAN"
"2018-08-07 18:00:00",606,14.18,"NAN"
"2018-08-07 19:00:00",607,14.15,"NAN"
"2018-08-07 20:00:00",608,13.88,"NAN"
"2018-08-07 21:00:00",609,12.93,"NAN"
"2018-08-07 22:00:00",610,12.89,"NAN"
"2018-08-07 23:00:00",611,12.88,"NAN"
"2018-08-08 00:00:00",612,12.85,"NAN"
"2018-08-08 01:00:00",613,12.85,"NAN"
"2018-08-08 02:00:00",614,12.85,"NAN"
"2018-08-08 03:00:00",615,12.82,"NAN"
"2018-08-08 04:00:00",616,12.81,"NAN"
"2018-08-08 05:00:00",617,12.81,"NAN"
"2018-08-08 06:00:00",618,12.81,"NAN"
"2018-08-08 07:00:00",619,12.78,"NAN"
"2018-08-08 08:00:00",620,12.82,"NAN"
"2018-08-08 09:00:00",621,13.13,"NAN"
"2018-08-08 10:00:00",622,14.45,"NAN"
"2018-08-08 11:00:00",623,14.1,"NAN"
"2018-08-08 12:00:00",624,14.05,"NAN"
"2018-08-08 13:00:00",625,14.01,"NAN"
"2018-08-08 14:00:00",626,14.14,"NAN"
"2018-08-08 15:00:00",627,14.17,"NAN"
"2018-08-08 16:00:00",628,14.18,"NAN"
"2018-08-08 17:00:00",629,14.1,"NAN"
"2018-08-08 18:00:00",630,13.99,"NAN"
"2018-08-08 19:00:00",631,14.07,"NAN"
"2018-08-08 20:00:00",632,13.05,"NAN"
"2018-08-08 21:00:00",633,12.93,"NAN"
"2018-08-08 22:00:00",634,12.89,"NAN"
"2018-08-08 23:00:00",635,12.87,"NAN"
"2018-08-09 00:00:00",636,12.85,"NAN"
"2018-08-09 01:00:00",637,12.85,"NAN"
"2018-08-09 02:00:00",638,12.83,"NAN"
"2018-08-09 03:00:00",639,12.83,"NAN"
"2018-08-09 04:00:00",640,12.81,"NAN"
"2018-08-09 05:00:00",641,12.81,"NAN"
"2018-08-09 06:00:00",642,12.81,"NAN"
"2018-08-09 07:00:00",643,12.78,"NAN"
"2018-08-09 08:00:00",644,12.81,"NAN"
"2018-08-09 09:00:00",645,13.29,"NAN"
"2018-08-09 10:00:00",646,14.18,"NAN"
"2018-08-09 11:00:00",647,14.37,"NAN"
"2018-08-09 12:00:00",648,14.32,"NAN"
"2018-08-09 13:00:00",649,14.32,"NAN"
"2018-08-09 14:00:00",650,14.29,"NAN"
"2018-08-09 15:00:00",651,14.26,"NAN"
"2018-08-09 16:00:00",652,14.1,"NAN"
"2018-08-09 17:00:00",653,14.1,"NAN"
"2018-08-09 18:00:00",654,14.1,"NAN"
"2018-08-09 19:00:00",655,14.18,"NAN"
"2018-08-09 20:00:00",656,13.8,"NAN"
"2018-08-09 21:00:00",657,12.93,"NAN"
"2018-08-09 22:00:00",658,12.88,"NAN"
"2018-08-09 23:00:00",659,12.87,"NAN"
"2018-08-10 00:00:00",660,12.86,"NAN"
"2018-08-10 01:00:00",661,12.85,"NAN"
"2018-08-10 02:00:00",662,12.85,"NAN"
"2018-08-10 03:00:00",663,12.82,"NAN"
"2018-08-10 04:00:00",664,12.81,"NAN"
"2018-08-10 05:00:00",665,12.81,"NAN"
"2018-08-10 06:00:00",666,12.78,"NAN"
"2018-08-10 07:00:00",667,12.77,"NAN"
"2018-08-10 08:00:00",668,12.85,"NAN"
"2018-08-10 09:00:00",669,14.41,"NAN"
"2018-08-10 10:00:00",670,14.37,"NAN"
"2018-08-10 11:00:00",671,14.3,"NAN"
"2018-08-10 12:00:00",672,14.26,"NAN"
"2018-08-10 13:00:00",673,14.24,"NAN"
"2018-08-10 14:00:00",674,14.24,"NAN"
"2018-08-10 15:00:00",675,14.23,"NAN"
"2018-08-10 16:00:00",676,14.15,"NAN"
"2018-08-10 17:00:00",677,14.07,"NAN"
"2018-08-10 18:00:00",678,14.22,"NAN"
"2018-08-10 19:00:00",679,13.01,"NAN"
"2018-08-10 20:00:00",680,12.93,"NAN"
"2018-08-10 21:00:00",681,12.89,"NAN"
"2018-08-10 22:00:00",682,12.89,"NAN"
"2018-08-10 23:00:00",683,12.85,"NAN"
"2018-08-11 00:00:00",684,12.85,"NAN"
"2018-08-11 01:00:00",685,12.85,"NAN"
"2018-08-11 02:00:00",686,12.82,"NAN"
"2018-08-11 03:00:00",687,12.81,"NAN"
"2018-08-11 04:00:00",688,12.81,"NAN"
"2018-08-11 05:00:00",689,12.8,"NAN"
"2018-08-11 06:00:00",690,12.78,"NAN"
"2018-08-11 07:00:00",691,12.77,"NAN"
"2018-08-11 08:00:00",692,12.86,"NAN"
"2018-08-11 09:00:00",693,13.43,"NAN"
"2018-08-11 10:00:00",694,14.42,"NAN"
"2018-08-11 11:00:00",695,14.38,"NAN"
"2018-08-11 12:00:00",696,14.33,"NAN"
"2018-08-11 13:00:00",697,14.33,"NAN"
"2018-08-11 14:00:00",698,14.26,"NAN"
"2018-08-11 15:00:00",699,14.26,"NAN"
"2018-08-11 16:00:00",700,14.25,"NAN"
"2018-08-11 17:00:00",701,14.25,"NAN"
"2018-08-11 18:00:00",702,14.28,"NAN"
"2018-08-11 19:00:00",703,14.33,"NAN"
"2018-08-11 20:00:00",704,13.56,"NAN"
"2018-08-11 21:00:00",705,12.92,"NAN"
"2018-08-11 22:00:00",706,12.89,"NAN"
"2018-08-11 23:00:00",707,12.89,"NAN"
"2018-08-12 00:00:00",708,12.87,"NAN"
"2018-08-12 01:00:00",709,12.85,"NAN"
"2018-08-12 02:00:00",710,12.85,"NAN"
"2018-08-12 03:00:00",711,12.85,"NAN"
"2018-08-12 04:00:00",712,12.84,"NAN"
"2018-08-12 05:00:00",713,12.81,"NAN"
"2018-08-12 06:00:00",714,12.8,"NAN"
"2018-08-12 07:00:00",715,12.81,"NAN"
"2018-08-12 08:00:00",716,12.86,"NAN"
"2018-08-12 09:00:00",717,13.16,"NAN"
"2018-08-12 10:00:00",718,13.25,"NAN"
"2018-08-12 11:00:00",719,14.45,"NAN"
"2018-08-12 12:00:00",720,14.37,"NAN"
"2018-08-12 13:00:00",721,14.33,"NAN"
"2018-08-12 14:00:00",722,14.3,"NAN"
"2018-08-12 15:00:00",723,14.23,"NAN"
"2018-08-12 16:00:00",724,13.95,"NAN"
"2018-08-12 17:00:00",725,13.87,"NAN"
"2018-08-12 18:00:00",726,13.78,"NAN"
"2018-08-12 19:00:00",727,14.09,"NAN"
"2018-08-12 20:00:00",728,13.99,"NAN"
"2018-08-12 21:00:00",729,12.93,"NAN"
"2018-08-12 22:00:00",730,12.89,"NAN"
"2018-08-12 23:00:00",731,12.88,"NAN"
"2018-08-13 00:00:00",732,12.85,"NAN"
"2018-08-13 01:00:00",733,12.85,"NAN"
"2018-08-13 02:00:00",734,12.85,"NAN"
"2018-08-13 03:00:00",735,12.82,"NAN"
"2018-08-13 04:00:00",736,12.8,"NAN"
"2018-08-13 05:00:00",737,12.81,"NAN"
"2018-08-13 06:00:00",738,12.8,"NAN"
"2018-08-13 07:00:00",739,12.78,"NAN"
"2018-08-13 08:00:00",740,12.82,"NAN"
"2018-08-13 09:00:00",741,14.42,"NAN"
"2018-08-13 10:00:00",742,14.19,"NAN"
"2018-08-13 11:00:00",743,14.18,"NAN"
"2018-08-13 12:00:00",744,14.18,"NAN"
"2018-08-13 13:00:00",745,14.22,"NAN"
"2018-08-13 14:00:00",746,14.19,"NAN"
"2018-08-13 15:00:00",747,14.14,"NAN"
"2018-08-13 16:00:00",748,12.98,"NAN"
"2018-08-13 17:00:00",749,12.93,"NAN"
"2018-08-13 18:00:00",750,12.93,"NAN"
"2018-08-13 19:00:00",751,12.99,"NAN"
"2018-08-13 20:00:00",752,13.84,"NAN"
"2018-08-13 21:00:00",753,12.91,"NAN"
"2018-08-13 22:00:00",754,12.89,"NAN"
"2018-08-13 23:00:00",755,12.85,"NAN"
"2018-08-14 00:00:00",756,12.85,"NAN"
"2018-08-14 01:00:00",757,12.85,"NAN"
"2018-08-14 02:00:00",758,12.84,"NAN"
"2018-08-14 03:00:00",759,12.82,"NAN"
"2018-08-14 04:00:00",760,12.81,"NAN"
"2018-08-14 05:00:00",761,12.81,"NAN"
"2018-08-14 06:00:00",762,12.78,"NAN"
"2018-08-14 07:00:00",763,12.77,"NAN"
"2018-08-14 08:00:00",764,12.82,"NAN"
"2018-08-14 09:00:00",765,13.25,"NAN"
"2018-08-14 10:00:00",766,14.53,"NAN"
"2018-08-14 11:00:00",767,14.45,"NAN"
"2018-08-14 12:00:00",768,14.41,"NAN"
"2018-08-14 13:00:00",769,14.33,"NAN"
"2018-08-14 14:00:00",770,14.37,"NAN"
"2018-08-14 15:00:00",771,14.42,"NAN"
"2018-08-14 16:00:00",772,14.37,"NAN"
"2018-08-14 17:00:00",773,14.26,"NAN"
"2018-08-14 18:00:00",774,14.25,"NAN"
"2018-08-14 19:00:00",775,14.25,"NAN"
"2018-08-14 20:00:00",776,13.84,"NAN"
"2018-08-14 21:00:00",777,12.93,"NAN"
"2018-08-14 22:00:00",778,12.92,"NAN"
"2018-08-14 23:00:00",779,12.89,"NAN"
"2018-08-15 00:00:00",780,12.89,"NAN"
"2018-08-15 01:00:00",781,12.86,"NAN"
"2018-08-15 02:00:00",782,12.85,"NAN"
"2018-08-15 03:00:00",783,12.85,"NAN"
"2018-08-15 04:00:00",784,12.82,"NAN"
"2018-08-15 05:00:00",785,12.81,"NAN"
"2018-08-15 06:00:00",786,12.81,"NAN"
"2018-08-15 07:00:00",787,12.8,"NAN"
"2018-08-15 08:00:00",788,12.86,"NAN"
"2018-08-15 09:00:00",789,13.53,"NAN"
"2018-08-15 10:00:00",790,14.41,"NAN"
"2018-08-15 11:00:00",791,14.33,"NAN"
"2018-08-15 12:00:00",792,14.33,"NAN"
"2018-08-15 13:00:00",793,14.31,"NAN"
"2018-08-15 14:00:00",794,14.29,"NAN"
"2018-08-15 15:00:00",795,14.28,"NAN"
"2018-08-15 16:00:00",796,14.25,"NAN"
"2018-08-15 17:00:00",797,14.21,"NAN"
"2018-08-15 18:00:00",798,14.19,"NAN"
"2018-08-15 19:00:00",799,14.27,"NAN"
"2018-08-15 20:00:00",800,13.44,"NAN"
"2018-08-15 21:00:00",801,12.93,"NAN"
"2018-08-15 22:00:00",802,12.91,"NAN"
"2018-08-15 23:00:00",803,12.89,"NAN"
"2018-08-16 00:00:00",804,12.88,"NAN"
"2018-08-16 01:00:00",805,12.86,"NAN"
"2018-08-16 02:00:00",806,12.85,"NAN"
"2018-08-16 03:00:00",807,12.85,"NAN"
"2018-08-16 04:00:00",808,12.85,"NAN"
"2018-08-16 05:00:00",809,12.82,"NAN"
"2018-08-16 06:00:00",810,12.81,"NAN"
"2018-08-16 07:00:00",811,12.8,"NAN"
"2018-08-16 08:00:00",812,12.87,"NAN"
"2018-08-16 09:00:00",813,13.29,"NAN"
"2018-08-16 10:00:00",814,14.33,"NAN"
"2018-08-16 11:00:00",815,14.3,"NAN"
"2018-08-16 12:00:00",816,14.26,"NAN"
"2018-08-16 13:00:00",817,14.25,"NAN"
"2018-08-16 14:00:00",818,14.25,"NAN"
"2018-08-16 15:00:00",819,14.21,"NAN"
"2018-08-16 16:00:00",820,13.87,"NAN"
"2018-08-16 17:00:00",821,12.97,"NAN"
"2018-08-16 18:00:00",822,13.04,"NAN"
"2018-08-16 19:00:00",823,14.42,"NAN"
"2018-08-16 20:00:00",824,13.13,"NAN"
"2018-08-16 21:00:00",825,12.93,"NAN"
"2018-08-16 22:00:00",826,12.89,"NAN"
"2018-08-16 23:00:00",827,12.88,"NAN"
"2018-08-17 00:00:00",828,12.86,"NAN"
"2018-08-17 01:00:00",829,12.85,"NAN"
"2018-08-17 02:00:00",830,12.85,"NAN"
"2018-08-17 03:00:00",831,12.85,"NAN"
"2018-08-17 04:00:00",832,12.83,"NAN"
"2018-08-17 05:00:00",833,12.81,"NAN"
"2018-08-17 06:00:00",834,12.81,"NAN"
"2018-08-17 07:00:00",835,12.81,"NAN"
"2018-08-17 08:00:00",836,12.92,"NAN"
"2018-08-17 09:00:00",837,13.16,"NAN"
"2018-08-17 10:00:00",838,14.35,"NAN"
"2018-08-17 11:00:00",839,14.37,"NAN"
"2018-08-17 12:00:00",840,14.4,"NAN"
"2018-08-17 13:00:00",841,14.37,"NAN"
"2018-08-17 14:00:00",842,14.35,"NAN"
"2018-08-17 15:00:00",843,14.3,"NAN"
"2018-08-17 16:00:00",844,14.15,"NAN"
"2018-08-17 17:00:00",845,14.23,"NAN"
"2018-08-17 18:00:00",846,14.1,"NAN"
"2018-08-17 19:00:00",847,14.33,"NAN"
"2018-08-17 20:00:00",848,13.04,"NAN"
"2018-08-17 21:00:00",849,12.93,"NAN"
"2018-08-17 22:00:00",850,12.9,"NAN"
"2018-08-17 23:00:00",851,12.89,"NAN"
"2018-08-18 00:00:00",852,12.88,"NAN"
"2018-08-18 01:00:00",853,12.85,"NAN"
"2018-08-18 02:00:00",854,12.85,"NAN"
"2018-08-18 03:00:00",855,12.85,"NAN"
"2018-08-18 04:00:00",856,12.84,"NAN"
"2018-08-18 05:00:00",857,12.81,"NAN"
